id,average_sentiment,score
aj9QEO0,0.16560509554140126,4.758473946433793
a6Kro9b,0.034482758620689655,3.525586231120257
aD4RxQN,-0.14285714285714285,3.3906152723316185
aMxejoG,0.1,3.067478552579055
aqn47P7,-0.14285714285714285,1.7438913890335914
aNgmYK6,-0.1951219512195122,3.600382744508115
an4e94b,-0.1320754716981132,2.302585092994046
aoPmexn,0.024390243902439025,2.867133749249493
azm79Dq,-0.1388888888888889,2.464805470466913
a1WpQBv,-0.08620689655172414,3.2634936212841046
aoPmeAA,0.07692307692307693,3.9095198752100275
a0NvQxq,-0.05952380952380952,3.1354942159291497
aP76YVn,0.05063291139240506,3.133735973717953
aR76127,0.0,3.4657359027997265
a5WpMgG,0.045454545454545456,2.4844980695984553
aqn4gZQ,-0.2916666666666667,3.1185341403223172
aZyq7Nz,-0.02,3.1676676453147987
a1WpROG,-0.3448275862068966,2.7764079503067767
a9njR4Z,-0.017857142857142856,3.9384086641095117
aBm9gzD,-0.15625,2.8357900009829446
aVwj0Av,0.07692307692307693,3.5657889916049794
aj9Q9A8,-0.0392156862745098,3.2685436854785435
agArAXv,-0.037037037037037035,3.860466518513744
amvqv5y,-0.18571428571428572,3.152031181919539
aBm9myx,-0.11627906976744186,3.2678874484560994
arV1VxX,-0.2,3.3593828312291487
aP7671P,-0.046153846153846156,3.7192700878189453
a0NvNEB,-0.21568627450980393,2.108014914123892
a0NvNnO,0.017857142857142856,2.8542748156570474
aGdKdrK,-0.2692307692307692,3.189127349467426
aR767NM,0.0975609756097561,2.3477366843195693
a3wvwDN,0.05263157894736842,3.2761116265372934
aLw6pR5,-0.1282051282051282,2.4192113905226056
aD4Rdjx,0.014705882352941176,2.8692791645130646
a5WpEZN,-0.20754716981132076,2.995732273553991
aWxBjmK,-0.05,2.6010299340260192
aQd6ood,-0.14893617021276595,3.4631816229946297
aP763ZQ,-0.2,2.574652937644276
aD4RdPB,-0.0989010989010989,1.9219595158633531
aMxeK7M,-0.11067193675889328,2.6768310739152965
aD4RD0K,-0.10526315789473684,2.7777407171492094
aAeBGpd,-0.20588235294117646,2.5076197170272336
aZyqr33,-0.08333333333333333,3.264111593751243
aVwjxbK,0.09411764705882353,2.6549939218780714
aVwjxxK,-0.015151515151515152,3.171482677726942
avz2AeO,0.04,3.1722499835281455
aVwjxKO,0.07317073170731707,3.5988331734291528
aZyqrzp,-0.22580645161290322,3.137304171174389
aGdKz75,-0.21212121212121213,2.8205979414261417
aYyjrd0,-0.06329113924050633,2.5965904150806542
an4egp0,-0.0673076923076923,2.7478759914212882
aoPmK22,0.14285714285714285,4.170439525319418
aP76g4Q,0.0,2.8245350519409196
azm72Mz,0.05263157894736842,3.51542259908023
aWxBGE3,-0.14102564102564102,3.096482176654134
aEPdqDn,-0.14893617021276595,3.2566441049411674
aLw61Xz,-0.15789473684210525,2.1002414157905114
awBNZqD,0.23684210526315788,3.5035145971429533
a1WpmvY,-0.39285714285714285,2.6098387836161185
an4e7Kn,0.09090909090909091,3.101925775515709
aLw6nwg,-0.17647058823529413,2.649209701079277
aZyqZmz,-0.16129032258064516,2.567313424756417
aD4R2Vx,-0.06451612903225806,3.9324900845760142
aXgZPW6,-0.14285714285714285,2.4167952239288546
aQd6z27,0.02857142857142857,3.895625562914966
aD4R2nN,-0.3269230769230769,3.2107600795634332
a43pn4v,-0.1111111111111111,4.0611923549052005
aZyqnpQ,-0.08,3.481013819394688
aWxBpmK,0.12903225806451613,2.9271037671648945
aYyjQnO,-0.17391304347826086,3.410920077640678
a9njyBD,0.0,2.7185766140891974
abG3erO,-0.13333333333333333,3.7748872412559478
aeDK45b,-0.27586206896551724,2.099106721377696
aYyjGqw,0.06060606060606061,2.2460147415056513
a7Wv89m,-0.06382978723404255,2.644656667117269
aGdKLQ6,-0.021739130434782608,3.9255672305359033
a3wvGo7,-0.19047619047619047,2.7938455612651962
adVy1jV,-0.04964539007092199,3.1231905747337927
ax9EWqK,-0.23809523809523808,2.7979984377651497
a5Wp6RN,0.0,3.413208294328291
aR764LG,0.15841584158415842,3.0207888533913283
a43pnvA,-0.043478260869565216,3.351557800236234
a8Gd6R3,-0.08163265306122448,3.0548211899239974
a7WvOjb,-0.16,2.3105034506833606
aK7493Z,-0.1724137931034483,2.8236803833974924
awBNm4W,-0.030303030303030304,2.791525923259532
aeDKOWq,-0.06060606060606061,3.3028194380154603
aBm9LND,0.14285714285714285,3.19665901817898
aBm9LBP,-0.2459016393442623,2.5552874465497997
a3wv0vr,0.045454545454545456,2.826509733991557
aO7oZqv,-0.3333333333333333,2.8877844343312136
a8Gd0y1,-0.15151515151515152,3.235131865443206
aVwjKgd,0.0,3.3855195689429256
aZyq819,-0.13793103448275862,2.3946815581952747
aVwjK8w,-0.16923076923076924,2.5284036347575585
arV1XzV,0.17647058823529413,3.474993513815618
aj9QLGx,-0.24615384615384617,3.5176723726585233
aVwjmXM,-0.0125,2.6531205390712755
aEPdoR9,-0.013333333333333334,3.0801909278421866
aVwjmww,0.023255813953488372,2.012232791986386
a9nj82m,-0.029411764705882353,2.462894375812511
aQd6AG2,0.13043478260869565,2.929725370245601
a8GdeLZ,-0.05714285714285714,1.901903048326481
aoPmxjA,-0.2,2.28345592308505
awBNOxQ,-0.13793103448275862,2.307255022941354
ayeE1Mp,0.0,3.8741727812970486
aK748YZ,-0.09722222222222222,3.4648674702657725
aQd6mrr,-0.016853932584269662,3.157062813912573
aD4Rb5x,0.12903225806451613,3.2990723668624775
aK748nO,-0.02702702702702703,3.166305798740035
a6KrB0L,-0.1568627450980392,3.3435486515584
azm7OnZ,0.0,2.4647778823573865
aVwjLPy,-0.10810810810810811,2.2484317353698686
an4eEeq,0.03571428571428571,2.7922119934239205
aYyjqyV,0.03076923076923077,3.402833806920246
a3wv2wQ,0.2,2.0074680420547466
aD4RVQd,-0.2391304347826087,3.2222036149608755
ax9ER6b,0.21739130434782608,3.2620479967334095
aMxev0P,0.1509433962264151,3.7190999967568206
aBm9Gzx,0.0,2.4409205016037503
a6KrpwL,0.1891891891891892,2.6934514016810573
aZyq2WW,-0.08823529411764706,2.796119219649975
aLw6Xj6,-0.03614457831325301,4.137663436940943
aNgmRzw,-0.27586206896551724,2.287426532563204
aBm9X8N,-0.024691358024691357,3.3024731408778876
aVwj2bv,-0.10909090909090909,3.9235689964252067
aoPm8X3,-0.22,2.101629456655198
adVy2mN,0.0,2.518293665820737
aXgZ28b,-0.14634146341463414,2.79739530143806
aXgZKp6,-0.03125,2.9945952637669158
aP761DV,0.025,2.648813504560623
aAeBOe0,0.11538461538461539,2.8627609481521734
a43pW2v,-0.45,3.0952759038902524
aGdKOWG,-0.058394160583941604,3.016442259591309
azm74EK,-0.13793103448275862,3.7953931507567544
aQd6ynw,-0.12727272727272726,2.995732273553991
a7Wvn7L,0.22857142857142856,2.7498973110377105
aGdK7Z0,0.22857142857142856,3.236224463202814
aoPmn1e,0.11538461538461539,3.6245341510235316
apGKV3M,-0.0707070707070707,2.6640619222414386
aAeBvQ0,-0.04,3.0010578731659483
a43pwNy,0.2631578947368421,3.479392229247212
aeDKRmj,0.05,2.3483311147822494
avz29vZ,-0.2727272727272727,3.5944022606135033
aVwjR2P,-0.6666666666666666,3.4946118263015813
a7Wvnpe,0.0,2.7122082112508736
ayeEvPy,-0.08,2.4519624940686464
a8GdVz6,-0.07142857142857142,1.889087813188617
aj9QRMq,-0.08333333333333333,2.6535620158181406
aqn4DBL,-0.234375,2.7908041621311224
aMxeqD1,-0.22448979591836735,2.409194828052304
amvqRO9,-0.13043478260869565,2.8997835920785113
aqn4DVR,-0.5384615384615384,3.056868273545722
adVyRWD,0.0,2.2403081634725313
ax9Em8n,0.13846153846153847,3.2035871323531104
azm74vb,0.16279069767441862,3.6109179126442243
agArKb6,-0.1875,2.6692103677859462
aNgmjXG,-0.18181818181818182,3.055664614276665
apGKV7n,-0.2391304347826087,1.996854950670562
a9njDw1,-0.3076923076923077,2.4714836294558595
a7Wvng2,-0.3333333333333333,2.54731221597543
aeDKRwQ,0.2727272727272727,3.3001846989404324
aeDKRzp,-0.25,2.740840023925201
aR76RNB,0.2222222222222222,1.9985538825407352
a7WvnX2,-0.1,2.1594842493533726
a7Wvnxx,0.7272727272727273,2.7444178452730847
aqn4DEv,-0.047619047619047616,2.63086056241108
a2WEO61,0.25,2.0794415416798357
an4eGPn,0.375,2.0492277630833393
adVyRGB,-0.11538461538461539,2.9494389895831463
aGdK7m6,-0.08333333333333333,2.896202678206958
aO7opMv,-0.2,1.829499797210902
agArKDn,0.0,2.414289082574047
a5Wp5Ag,-0.14285714285714285,2.908720896564361
aoPmnb0,0.16666666666666666,3.091042453358316
aMxeq3G,0.5,2.7696080941016437
aEPdEdN,0.0,2.133743697756784
abG3E3L,-0.16666666666666666,2.8655565887764407
aQd6y0q,0.0,2.338303175596125
a3wvnvm,-0.05555555555555555,2.0541237336955462
amvqnN6,0.05128205128205128,2.7879405742488315
aK74Kbb,0.0,2.512305623976115
aj9Qy60,-0.0625,3.4437633091923368
aLw6rQ6,0.24,3.2222036149608755
aNgm3ow,0.06666666666666667,2.627789604768916
aGdKb9Z,-0.6153846153846154,2.3581549441488563
a43pV9y,0.3333333333333333,2.573013917298267
aNgm3Zw,-0.03571428571428571,2.9502698994772336
aoPmDj2,0.125,2.5437471498109336
awBNv78,0.14285714285714285,3.1945831322991562
a9njBPj,0.0,2.5199979695992702
arV1zNd,-0.6363636363636364,2.7362210780689065
aD4RMjG,0.0,2.5649493574615367
aLw6rMA,-0.17647058823529413,2.700615222614692
a43pVZ1,0.18181818181818182,3.3522405369356245
aK74pVg,-0.3333333333333333,2.8903717578961645
aXgZeAz,0.10810810810810811,1.6640589969143256
an4eVbz,-0.13043478260869565,3.078335802089201
aGdKb1z,0.16666666666666666,1.7805861686299298
azm7Qrq,-0.2857142857142857,2.992950630592114
aD4RMW7,-0.16666666666666666,3.361976668508874
aEPdEBK,-0.8,2.4423470353692043
a7WvADm,0.13333333333333333,2.315544237636551
amvqn9X,0.0625,2.538973871058276
a3wvnKv,-0.4,2.0412203288596382
a2WEGZD,0.0,1.7147984280919266
aVwjB3v,0.0,2.7206686650614214
aqn4A1P,0.0,2.662587827025453
aYyjmK0,0.3333333333333333,1.601405740736836
a9njBK0,0.0,2.0794415416798357
aZyqvpn,-0.2222222222222222,2.8967615559949356
an4eV5V,-0.13333333333333333,2.6888188391743224
an4eVQL,0.6,3.088514007004957
aLw6rgP,-1.0,2.224623551524334
aP76nZP,-0.09090909090909091,3.7629537329776737
ax9E4Mn,0.25925925925925924,2.5998366164619773
avz2mAW,0.4,3.4735180432417816
aAeBZGR,-0.125,2.321373006859679
a7WvAEw,0.42857142857142855,3.4225366976971507
amvqn1d,-0.2857142857142857,1.667706820558076
aO7oGZ2,0.05660377358490566,2.111655161663491
a9njDwL,0.4444444444444444,3.155580974495887
an4eVR0,-0.2727272727272727,2.882403588246988
a7WvA9q,-0.32,2.109716305926428
aEPdEWM,0.2,3.8690619726591415
a2WEGDe,-0.030303030303030304,2.9995710498611565
adVybxZ,-0.375,1.7707060600302227
aVwjBLw,-0.13793103448275862,2.4754279058334565
apGK8bM,-0.09090909090909091,3.2997279214972957
aqn4AzM,-0.14285714285714285,2.0583881324820035
aD4RM2Z,-0.25,1.8325814637483102
aZyqvjz,0.30434782608695654,1.8588987720656835
avz2mvE,0.02,3.128043409773284
aK74p8b,-0.09090909090909091,2.1559816188021705
aBm9ooN,0.2857142857142857,2.1019143975318944
a9njB8W,-0.25,2.224623551524334
arV1zry,-0.1111111111111111,2.830112566377968
aD4RMPK,-0.10975609756097561,2.412119764108306
aWxB9Nx,0.125,2.302585092994046
abG3EKB,0.09090909090909091,2.6579258139196416
avz2mXZ,-0.03225806451612903,2.5675535255999247
a9njB5o,-0.2,2.6878474937846906
avz2mV5,-0.06666666666666667,3.394196186203172
a8GdzjZ,0.0,2.6508917872622613
a3wvnA1,0.4,2.5649493574615367
aP76n0n,0.14285714285714285,1.5596472479310848
aYyjm6w,0.5,2.70805020110221
a9njBem,-0.5714285714285714,3.094532858298084
ax9E4eL,0.0,1.6993861490970399
amvqnyv,-0.07142857142857142,2.6927827289714217
aGdKbvz,-0.1276595744680851,2.952790359598856
aVwjB6d,0.14285714285714285,1.69644928942373
a5WpDYG,0.21428571428571427,2.433151568276104
arV1zE6,0.14285714285714285,3.0497994948242666
aeDKWnp,-0.15384615384615385,3.6888794541139363
aR76Dby,-1.0,2.1972245773362196
aAeBZzL,0.1111111111111111,2.0412203288596382
aMxeqgG,-0.25,2.7212954278522306
a0NvwrO,-0.1,2.2539199210127645
azm7Q0m,0.16666666666666666,3.7727609380946383
amvqnEo,-0.625,1.7255100836868542
a1WpwVG,0.0,2.0149030205422647
azm7QQB,0.1111111111111111,2.7665219695575436
a5WpD3o,1.0,1.8123787564307907
a8GdzmO,0.08333333333333333,2.6760986012956076
aR76DY5,0.1,3.62092425004395
aLw6ryW,0.0,1.8666607774011728
aGdKbW0,-0.2,1.916922612182061
a0Nvw3Z,0.3157894736842105,3.2131451501592156
a9njBxL,0.25,2.5520459526256287
a43px4p,-0.3333333333333333,2.8943321591122615
aeDKdjv,-0.4444444444444444,3.097166171208845
aD4RP09,-0.3333333333333333,3.426317801745683
a6Krxdq,-0.3548387096774194,2.0901860809628134
aGdKoYn,-0.5,2.3978952727983707
aMxeW1G,-0.09523809523809523,1.9064513123147657
aYyjmOO,-1.0,2.065455299705096
aEPdE3p,0.12,3.3870984572826535
aMxeWrV,-0.017241379310344827,3.150822361623185
aP76pGR,-0.07692307692307693,2.2012568408641577
aWxB9VK,-0.2826086956521739,1.7645818876000423
aBm9vRO,0.2608695652173913,3.603918758962036
aO7ojKv,-0.07142857142857142,1.8971199848858813
aEPdQ1M,0.125,2.851079357585607
aMxey3X,0.2,2.325841955158313
ax9EAGK,-0.11363636363636363,2.410404122490079
apGKdvM,0.043478260869565216,2.2216160304603783
abG3d0L,-0.14705882352941177,3.502980075972098
ax9EAD2,0.1,2.0222831278398874
aQd6VE7,0.0,1.9095425048844386
a2WEx5d,0.25,2.5301632413761213
a8GdnMY,0.0,2.775788724970452
adVyd6d,0.16666666666666666,1.9999773703255892
aXgZdwD,0.0,2.5797279515576554
aVwjdq2,-0.5,2.1102132003465894
ayeEzpM,0.0,1.7165360479904674
aMxeW8R,0.0,3.4588837768087464
aK74LVW,0.1111111111111111,3.0973859272804907
a5WpxbV,0.4444444444444444,2.55793178480289
avz2D8Z,-0.15,2.4634004445670366
agArdXK,-0.125,2.765208614942159
aeDKd5j,0.3125,2.7894905330423847
aD4RML7,-0.3333333333333333,2.1862354557606243
azm7B1q,0.6666666666666666,1.8718021769015913
a3wvn01,-0.25,2.6741486494265287
aEPdQPo,-0.19047619047619047,3.337293579682675
aVwjdew,0.1,2.9372360668723823
a1Wpxo8,0.14285714285714285,3.2692009087557166
aR76ywj,-0.2,3.126133773169586
adVydgV,0.06666666666666667,2.9976055179356713
aVwjdbv,-0.14285714285714285,2.6790626642289577
aYyjdVw,0.0,3.000360721004178
aLw6bv5,0.2727272727272727,2.740840023925201
aXgZdnb,-0.09523809523809523,2.6646997602285962
a0Nvx8d,-0.5714285714285714,2.2021506956722754
abG3dAb,-0.046511627906976744,2.118989998322149
avz2DAd,-1.0,1.970242249714844
aD4RP2N,-0.14285714285714285,2.277267285009756
aYyjm9m,-0.2,2.5877640352277083
aO7oGW3,0.0,3.3081069585961433
a0NvxXO,0.0,2.7767467323884447
a8Gdn7Q,0.0,2.277267285009756
an4edRL,0.0,2.0243817644968085
aGdKoEz,0.05555555555555555,2.939492555231115
awBNv2Q,0.4444444444444444,2.108429078553088
aNgmqg6,0.3,3.121483478859551
a1WpxN6,0.041666666666666664,1.6620303625532709
aWxBdL4,-0.3684210526315789,2.7172035830886974
a6KrxX2,0.17647058823529413,3.5544818856015645
aAeBmER,-0.21739130434782608,2.6550576709616998
a0NvxKn,-0.125,2.617395832834079
aR76yM5,0.03125,3.8141507227100435
a3wvxLN,0.16666666666666666,3.1849742731925192
a1WpwLb,0.23529411764705882,3.561540031737335
a3wvxyr,0.2,2.2587824703356527
aVwjdEn,-0.07692307692307693,2.5688366315499382
aGdKoG0,-0.5,2.4881066525186712
a8Gdnee,0.0,3.0405462893437836
aoPmdRx,0.0,2.6314295275663726
a0NvxNq,0.0,3.24900556632023
aLw6bev,-0.07058823529411765,3.2568875916723434
a2WEx8p,-0.07142857142857142,2.7775367778571507
awBN8Or,0.125,1.6283063967384832
aBm9vP2,0.5,1.9366508236425166
aP76pQV,-0.2727272727272727,1.9197780087784653
adVyd2B,-0.04,1.615480226890063
aK74LY1,-0.631578947368421,3.100092288878234
avz2DxW,-0.2,2.138475073264029
an4edr0,-0.07692307692307693,2.338595530517079
ayeEzWr,0.0,1.847991528207873
aLw6b4W,0.5,2.5902671654458267
a7WvAZe,0.6666666666666666,2.4259083090260445
a1WpxLP,-0.13333333333333333,2.6361960973342264
amvqdVj,0.0,2.2141741356499924
a0Nvwxn,0.0,2.543175557911976
aMxeWK6,-0.25,2.7260687066048885
ayeEzPY,-0.13793103448275862,2.6390573296152584
arV1ddB,-0.125,2.1972245773362196
apGKddb,0.3684210526315789,1.6680627557816239
aLw6bbz,-0.29411764705882354,3.352189802555461
arV1dzB,-0.3333333333333333,1.468986076965004
abG3ddO,-0.6,2.617395832834079
aj9QdR8,-0.14285714285714285,2.3093801361268746
aeDKdA5,-0.2,2.8903717578961645
a9njVNW,0.0,2.4446327506500602
aZyqdD9,0.20833333333333334,2.6202809612494784
a7WvG8L,-0.2857142857142857,1.6234802695571393
a6Krx4A,-0.25,2.578838469622204
a0Nvw7O,-0.25,1.9810014688665833
a3wvxem,0.0,1.824549292051046
a1Wpx8b,0.0,2.536199944175551
adVydW9,0.21428571428571427,2.450420473716831
a1Wpx72,-0.1,2.2413743619491493
aXgZdzv,-0.125,2.340736858958422
aMxeWNW,-0.35294117647058826,2.4574498035549612
aWxBddn,0.07692307692307693,3.3758795736778655
an4edZE,0.0,2.456735772821304
aYyjd67,0.6,2.3902906734131513
aGdKoqG,-1.0,2.302585092994046
apGKdw9,-0.1111111111111111,2.0794415416798357
amvqdwX,-0.1875,2.2707098844635967
ax9EAKM,-0.375,2.312535423847214
a6KrxR9,0.0,1.4746635115699809
avz2D6n,0.0,2.1583847440199557
aWxBd5x,-0.3333333333333333,2.2192034840549946
ax9EAwY,-0.07142857142857142,2.3739495792020167
aMxeW5A,0.0,2.3267355532263285
adVydzM,0.0,1.9694406464655074
ayeEzjV,-0.2,1.791759469228055
aXgZexb,0.0,2.10684051586795
aVwjdAP,0.25,2.6855773452501515
a43pxX1,0.20512820512820512,3.397682439554711
a0Nvx2L,-0.08333333333333333,2.767616061570403
aYyjdYq,-0.3076923076923077,3.002849741322855
aD4RPy7,0.0425531914893617,3.4459406719258974
aR76yYA,0.625,2.846959264960851
avz2DNd,0.2,2.0476928433652555
a43pxDw,-1.0,2.538973871058276
a8Gdz9p,-0.125,2.381228220313159
aMxey2W,-1.0,3.164067588373206
a8GdnrQ,-0.22727272727272727,2.6888188391743224
aqn4p4L,0.3333333333333333,2.662587827025453
aEPdQje,0.0,2.8284963541780774
arV1r15,0.3125,2.6282171150623936
aj9Qdop,-0.16666666666666666,1.5421047923655131
aGdKoXz,0.14285714285714285,2.0412203288596382
aoPmdMA,0.5,2.12525107771113
aoPmqEe,0.09090909090909091,2.2617630984737906
aeDKdBj,0.4,2.26002547857525
aoPmqmm,0.16666666666666666,1.8562979903656263
aBm9NKQ,0.2549019607843137,1.8317300375580925
a43pxMv,0.0,2.324563999712821
an4eWqL,0.0,2.2512917986064953
amvqbL9,-0.3333333333333333,2.3978952727983707
aYyjnbm,0.17647058823529413,1.7615456906315583
azm7B6z,-0.2692307692307692,2.53691583369882
a7WvGjL,0.14285714285714285,2.1041341542702074
a43prd6,0.0,2.2641188121662497
agArZvr,-0.3076923076923077,3.1114930638296068
a9njNML,-0.4,2.856470206220483
ax9EAvn,-0.45454545454545453,2.4423470353692043
awBNG7r,-0.125,3.071796855643082
aeDKPpQ,0.06521739130434782,1.6060132515527363
avz2XLW,-0.23333333333333334,2.082042323379893
aMxeNQM,-0.07692307692307693,2.0342272933686676
aBm9Nr2,-0.5,2.2192034840549946
aoPmq0x,-0.4,2.466214516775848
arV1rKp,0.25,2.5257286443082556
agArdeK,-0.6666666666666666,2.1785324443240666
aNgm2W0,0.2413793103448276,1.906689435902032
aeDKPGW,-0.05555555555555555,2.1400661634962708
ax9EnD1,0.3333333333333333,2.5257286443082556
aD4RPE7,-0.42857142857142855,2.635805294228881
amvqbzd,0.125,2.506497282380368
ax9EnZp,0.3333333333333333,2.23907168727172
aP76dDV,0.1,2.9342659514533898
adVy47d,-0.3333333333333333,1.9274253343812102
abG3mpp,-0.3125,2.543350245658075
aWxBN1n,0.0,1.7264543708202882
a8GdXoY,-0.28,2.655502988055066
a9njNpW,-0.3,2.1453995094716336
a43pr7Q,-0.19047619047619047,2.648996464412424
a6Kr3o8,-0.10526315789473684,2.9612147686712778
arV1rG7,0.08823529411764706,2.9460823649101706
aXgZGYD,-0.4,2.627715053011324
aO7oNBN,-0.32,2.5402567448711655
a5WpyRr,0.16666666666666666,2.4211908354018927
arV1rgB,-0.21686746987951808,2.321949460175837
a43pr96,0.1,2.7158627408390035
aYyjngv,-0.18181818181818182,1.7211419020141017
a7WvAz2,0.0,2.104974843685001
