id,very_negative,negative,neutral,positive,very_positive
aVwj5DM,4.8889,31.1111,45.1111,15.3889,3.3889
an4e3gz,2.1429,13.1429,53.0000,26.8571,5.2857
aR76d47,5.7778,34.3889,42.8333,13.3333,3.5000
agArdXK,3.7500,25.7500,44.7500,21.5000,4.0000
a9njemD,8.0000,34.8182,36.1818,17.5455,3.0909
aWxBAdA,3.4545,13.8182,41.3636,31.0000,10.3636
a6Kr4WA,7.0375,34.7000,43.3000,12.4875,2.4125
aeDKw6p,2.8750,25.3750,58.3750,11.6250,1.6250
aK74LVW,6.7143,20.0000,39.1429,23.0000,11.4286
aXgZzDg,2.5000,14.5000,44.7500,34.0000,4.5000
a9nj07L,3.2667,25.6000,53.4667,15.1333,2.7333
aD4R59x,6.1600,34.2800,39.1200,16.9200,3.6000
an4ewdL,5.7037,27.9444,37.0556,23.3148,6.0000
a8GdOv3,10.2400,32.6800,40.0000,14.4800,2.4400
aD4Rb5x,5.2143,24.4286,46.3929,18.7143,5.2857
a3wvrr3,4.4737,30.0526,52.3158,11.3684,1.6842
a6Krz1m,5.1087,25.1304,48.6087,17.9130,3.0435
azm7wrm,5.8286,32.7714,41.6857,16.0571,3.6429
a0Nvg8O,10.2857,33.8571,39.8571,11.5714,4.1429
aQd6Kpd,6.9455,29.0364,37.1636,18.8545,7.9091
aZyqXWQ,2.0909,15.1818,49.4545,27.6364,5.0909
aGdK66X,7.0811,34.8378,39.7973,15.5405,2.7838
aXgZ1nD,4.9412,22.6471,35.5294,32.1176,4.7647
apGKV7n,6.2444,28.7333,45.6222,15.8222,3.5778
aP7628G,5.4091,27.8182,46.6818,16.8636,3.2273
aBm9zBZ,5.2143,26.5000,44.4286,19.6429,4.0357
an4e39B,10.2000,35.4000,39.0667,12.6667,2.7333
arV1Eyd,4.3061,24.3265,42.5714,24.0816,4.6327
aD4RD0K,3.1364,17.4545,49.5000,25.6364,4.3182
aNgm5jA,8.0000,29.3571,35.7857,22.5000,4.5357
aK74y7g,4.2273,26.6818,48.0455,17.5000,3.4091
an4eZLo,5.1429,31.5714,50.4286,10.8571,1.7143
ax9EwW2,5.0000,29.3571,41.3571,20.3571,3.5714
ax9EAGK,5.0833,31.9444,43.2222,16.5833,3.2778
an4ewgq,3.5833,18.0833,50.7500,20.6667,6.7500
amvqyqd,6.1667,35.2222,43.7778,12.4444,2.3333
aeDKEwj,4.1111,25.7778,42.2222,21.6111,6.2222
arV10r7,4.2121,27.9697,43.5455,20.9697,3.2121
aEPd5bO,5.1282,31.5641,45.1026,15.7692,2.4103
awBN2my,4.0870,22.6087,35.6522,30.5217,7.1739
avz2qQZ,4.3125,24.6250,47.0313,20.4688,3.5938
an4e8EB,5.6786,24.3571,44.1071,21.7500,4.1429
aO7oOm6,6.2857,34.2857,34.4286,18.5714,6.5714
aZyq5Zz,4.1111,20.3889,33.7778,33.7222,7.8889
aNgmGOw,6.7143,40.2857,41.0000,9.7143,2.2857
aGdKr30,3.5370,19.4259,48.0185,24.6852,4.3333
a1WpgP8,3.9400,25.2600,43.4000,22.9400,4.3400
aVwj5g2,3.5667,22.1000,52.5000,18.2333,3.6333
apGKdvM,6.5000,29.0227,37.8864,20.7273,5.8182
aQd65Vw,3.7143,26.5714,50.8571,16.4286,2.5714
adVydW9,7.0833,24.8333,41.1667,18.5833,8.5000
apGKwqW,2.8182,20.9091,51.5455,22.2727,2.6364
aqn4wVp,3.0000,18.0000,51.0000,24.0000,3.0000
a3wvzgv,6.6667,24.0833,39.5833,24.2500,5.2500
amvqwro,2.3000,14.5000,61.6000,18.8000,2.6000
avz2XLW,7.1579,35.1930,40.5965,13.7719,3.3333
aP762AQ,3.8333,24.1667,43.9444,23.8889,4.3889
aZyqXoW,2.8333,20.1667,49.8333,24.3333,2.8333
aVwj5xO,3.0455,18.8636,53.7273,21.5000,2.7727
a1WpjX6,6.3571,30.4286,33.1429,21.8571,8.2143
aD4Rq97,3.7059,21.2941,55.5294,17.2353,2.1176
aZyqKwQ,6.7619,32.7619,43.3810,14.4286,2.8095
adVydr9,2.7500,15.6667,42.0000,31.3333,8.2500
aK74n9W,4.3333,26.1333,36.4000,27.9333,5.4000
aYyj6XN,2.4000,15.3333,52.9333,23.1333,5.9333
amvqyQX,4.2073,21.5976,47.0732,23.2439,3.7683
a6KrzRe,4.2308,25.6667,46.2564,18.7692,4.9744
aQd6bzz,5.1538,28.4615,48.9231,14.8462,2.3077
aAeB7R9,8.5000,31.7500,45.7500,12.2500,2.1250
aEPdbne,5.0000,22.4231,46.8654,21.8077,3.6731
aXgZGe6,5.4000,37.0000,39.8000,14.8000,2.8000
aO7o5nM,6.7500,42.5000,37.2500,11.5000,2.0000
a7WvmxL,3.2500,17.2500,23.0000,45.2500,11.0000
ayeEAxq,4.4783,25.7826,47.3043,19.0435,3.2609
a3wvpe3,3.7000,27.8000,49.6000,16.6000,2.5000
aZyq5Dz,3.2500,23.0000,53.6667,17.0833,3.0000
a0NvxXO,4.0000,20.3125,52.4375,19.8750,3.3125
agArp9q,4.4545,22.8182,44.2727,24.0455,4.1818
aLw6Xj6,4.0000,24.9028,48.8472,18.7917,3.2361
a9njw5m,5.1875,23.7500,50.4375,18.0625,2.7500
arV1Emy,9.1000,34.1000,44.4000,10.6000,1.7000
aEPdKge,5.1915,29.4894,40.5106,21.4043,3.2979
aeDKzLq,5.3750,36.6250,41.2500,14.2500,2.5000
a5Wp3zL,5.4400,23.2600,45.7200,21.0200,4.5800
aP76LRq,5.3750,25.7917,44.4583,19.3333,5.0833
aoPm6e3,6.8750,39.2917,34.0833,17.3333,2.4583
a1Wpnj8,6.4286,31.2857,32.7143,22.3810,7.3333
azm7z4j,4.7073,30.5366,42.4634,17.4634,4.8049
aR76WR5,5.8864,30.9773,46.9318,13.9091,2.3636
abG3mPr,6.8667,33.6000,38.5333,16.3333,4.4667
aD4R5nO,4.0000,18.8148,38.3704,31.1481,7.5926
aVwj93d,2.8868,18.8868,62.1887,13.7358,2.1509
aVwj8ry,7.0000,34.2308,46.0000,10.4615,2.6154
aGdKvmG,4.5385,22.1538,46.3846,20.0769,6.6923
aNgm5Xr,6.0417,30.8750,44.7083,15.6250,2.7083
arV1DAV,3.8571,22.0000,51.2143,20.8571,2.1429
awBNZqD,3.6952,21.6476,44.4476,24.0857,6.0571
awBN9qB,5.4667,28.1333,43.9333,18.1000,4.2167
aLw6OZv,5.8636,28.1364,44.9091,18.0000,2.8636
a0NvWRv,6.4615,41.1538,36.3846,13.7692,2.1538
aEPdNN9,5.8000,29.5000,44.9000,15.9000,3.7000
arV1EPd,4.2000,24.6000,52.8000,16.4000,2.6000
aR768wQ,3.5000,26.0000,56.0000,13.0000,2.0000
aLw6O7v,6.5714,28.3429,43.3429,18.3429,3.5714
a9njw3j,5.7143,25.7143,37.8571,25.8571,4.9286
aeDKPBb,2.5556,17.8889,52.1111,24.1111,3.1111
a5WpAjq,5.5556,33.2222,41.8889,16.3333,2.6667
ayeEAnb,1.0000,10.5714,62.8571,23.2857,2.5714
avz2BRE,6.0000,28.7222,31.0000,26.0556,8.0000
a0NvGqn,3.3922,22.1176,45.9020,23.2353,5.2549
a7WvgYz,4.0000,32.2500,50.5000,11.7500,1.7500
azm7yDZ,5.2381,29.6667,39.4762,20.8571,4.6667
agArwzx,10.0909,26.2727,43.4545,17.2727,3.0909
an4eZYb,5.2857,23.4444,40.8254,24.6667,5.6190
a2WEgYY,3.8000,20.7429,40.9143,29.5714,4.7429
a1WpgyD,5.5000,29.7500,44.5833,17.1667,3.0000
awBNjox,4.6667,28.4722,42.3056,21.2500,3.3056
a8GdXBV,6.0476,25.9365,44.0159,18.8571,5.0159
aEPdje9,3.3636,24.1364,52.0909,16.5909,3.6364
aBm95YQ,5.5833,27.6667,44.4167,17.7500,4.5000
abG3w4r,6.2500,39.0000,35.0000,16.2500,3.7500
arV1Ex5,5.0357,29.0357,47.1429,15.8929,2.8214
aK745wg,10.0000,42.8421,34.9474,10.4737,2.0526
amvqKRV,3.6364,22.3636,51.2727,17.6364,5.0000
aeDKPxB,6.7143,33.8571,48.0000,9.8571,1.7143
arV1wp6,2.7500,18.7500,53.1667,21.0833,4.1667
aBm9bRZ,9.7742,33.2258,38.4839,15.0645,3.3871
aZyq500,5.5000,28.1875,42.4375,20.2500,3.6250
aNgmMzb,5.8333,30.2000,45.0667,15.8333,3.0667
a43pr7Q,5.4133,27.9200,45.8267,17.3600,3.4000
aK745Gj,4.8000,25.0000,47.0000,18.8000,4.2000
a9nj0NL,4.4737,27.2632,44.5789,16.2105,7.3684
aO7o5zM,5.3529,26.0000,44.0000,20.6471,3.7059
aEPdoR9,4.9573,27.3504,48.2821,16.2991,3.0427
aGdKbvz,6.1500,29.4500,42.1250,19.2750,2.9000
aYyjqyV,4.7234,24.4894,45.2979,20.8511,4.5957
arV19K5,5.6154,30.6154,42.6923,17.6923,3.2308
aO7oOXy,4.5625,23.5000,43.1875,23.1500,5.6250
a1WpggG,7.5833,32.1000,38.5333,18.0000,3.9000
a3wvr4m,4.0000,22.3000,43.0000,26.4000,4.1000
a6Kr3Pb,4.4722,26.0556,50.9167,14.8611,3.8889
agArbBq,2.5000,25.0000,66.5000,5.5000,1.0000
arV1E5B,3.6000,18.8000,48.0000,21.2000,8.6000
ax9Ewr1,5.5000,27.7500,48.3750,16.1250,2.2500
aYyjrd0,6.9740,28.1039,42.9870,17.6364,4.3377
apGKwOb,5.7500,33.3750,39.7083,16.3333,5.0000
aWxBPR3,10.3333,33.6667,30.9444,19.8333,5.2222
aP762oG,6.8333,29.8095,41.8333,16.6667,4.7857
a5Wp5Ag,7.4286,31.1429,39.7143,18.8571,2.1429
aK74NQj,5.3636,27.0000,41.5455,22.3636,3.2727
an4eZzo,4.6667,23.8571,41.5238,25.0952,4.8571
a3wvr8e,1.8000,13.6000,69.6000,13.0000,1.6000
aWxB5vx,5.2222,35.3333,43.8889,13.1111,2.4444
avz2BGd,4.2000,30.8000,48.8000,12.8000,3.2000
aeDKyZq,5.3664,25.5573,42.3053,21.5649,5.0916
aNgm2W0,3.4286,24.1786,55.6071,14.7857,2.0357
aEPdKjn,4.2500,21.8333,46.5000,22.7500,4.4167
aAeB7Y9,3.7143,22.8571,31.0000,36.2857,5.8571
aAeB76R,1.7500,10.5000,50.6250,31.8750,5.3750
aGdK5Yw,4.4000,20.7333,56.1333,16.5333,2.2667
aj9Qvm0,4.8333,23.1667,36.1667,25.3333,10.3333
aGdKOWG,5.4880,27.2320,45.0880,18.9120,3.2640
a6Krxdq,4.6250,25.7083,49.8333,15.9167,3.7917
abG3o2p,4.6000,20.8000,51.6000,19.4000,3.6000
a5WpAvr,2.4545,19.2727,55.7879,19.2424,3.2121
aBm95dZ,5.2500,32.5000,43.6667,15.7500,2.8333
aO7oA26,2.6667,14.5833,55.0000,20.6667,7.3333
aXgZm62,5.6000,34.7333,42.7333,14.2667,2.8000
azm7wmp,5.0909,22.5455,55.6364,13.7273,2.9091
agAr6Pw,4.5000,36.7500,48.3750,8.7500,1.3750
aGdK57z,9.0000,47.2500,36.5000,5.5000,1.5000
a0Nvx8d,8.7143,31.7143,39.1429,14.7143,5.8571
aeDKeMb,4.6471,33.8235,44.0588,15.0000,2.1176
adVyMxB,3.9565,21.8261,44.7391,25.1304,4.2174
aWxBN3A,3.3333,19.0000,52.7619,19.0476,5.7619
aeDKzWW,4.9348,27.2391,41.0217,21.4565,5.3261
aqn4w8Z,4.6364,21.0000,56.7273,14.8182,2.6364
aeDKWnp,5.9474,29.4474,43.8947,17.7632,3.0526
aLw66qW,3.4667,23.5333,49.2667,20.2000,3.3000
aoPmw1x,4.0000,20.5000,51.8125,19.5625,4.1875
aNgm8jA,6.4286,35.7143,52.4286,4.2857,0.8571
a9njN80,5.7500,30.0000,39.7500,20.1250,4.2500
aXgZzXD,4.7407,23.7037,46.2593,21.4444,3.6667
a6KreVm,3.2857,22.5714,45.6190,22.4762,5.8571
aD4RN87,2.0000,15.0000,66.0000,16.0000,2.0000
aqn4MwM,3.3571,18.0000,48.0000,26.1429,4.7857
aGdKr0z,5.6667,20.5556,52.6667,17.1111,3.6667
a2WEg5O,4.7778,32.2222,47.0000,13.6667,1.8889
aK74pVg,4.5833,31.0000,48.5000,13.7500,2.2500
a9nj46o,8.8889,31.5000,47.9444,9.4444,2.2778
aLw631P,4.7000,31.5000,49.7000,11.3000,2.4000
azm7yeN,5.5294,24.1765,44.7059,19.7647,5.7647
aeDKERb,6.8710,41.0645,38.4839,11.0323,2.5484
a6KrB0L,5.3182,27.7500,47.4545,16.3409,3.0909
adVyWRQ,2.8462,20.4615,48.9231,19.7692,8.0000
an4e0q5,4.9302,28.2326,40.4419,22.2093,4.2093
avz2VYM,5.8125,31.7500,31.7500,18.0625,12.3750
an4ewxB,4.5333,32.5333,47.4667,13.5333,2.0667
a5Wp9xy,5.3043,28.6087,48.0870,15.0870,3.0435
aP764ow,7.1132,28.3019,42.3019,17.9811,4.3208
a5Wp38O,2.3333,14.8333,67.3333,13.1667,2.1667
a3wve9N,4.2857,19.4286,52.4286,19.7857,4.1429
aqn4DBL,4.4310,23.8793,48.2414,18.9828,4.3966
aBm9b72,3.8824,25.6471,47.8235,19.9412,2.9412
a1WpgKG,5.3182,26.8182,45.4545,18.6818,3.7273
aD4R2Vx,5.1071,26.4643,49.1071,14.6786,4.5714
aYyj5WV,1.8571,16.7143,61.1429,18.1429,2.1429
adVywzB,3.6667,36.0000,45.0000,13.3333,1.6667
aD4Rq1B,7.4615,29.8462,42.5000,16.5000,3.6923
a3wvn01,2.6250,21.3750,59.6250,14.5000,1.6250
a0Nvgyv,4.2609,27.8261,42.1739,20.9565,4.8261
a2WE9oY,4.0816,23.1837,46.8980,21.6939,3.9796
a2WEVYe,5.2000,27.0000,34.8000,25.5000,7.4000
a5WpgLL,5.8333,27.3889,38.8333,24.1111,4.0000
amvqOLy,4.1500,24.0500,50.4500,19.2500,1.9000
arV1rgB,4.7662,26.8701,47.8442,17.1558,3.3247
aO7oNBN,8.8750,35.5417,40.4167,13.1667,2.1667
aeDKBKO,3.0000,15.5000,24.5000,36.0000,21.0000
a2WEjB9,5.6786,26.9940,47.1905,16.5119,3.5536
aBm9MnP,1.9091,16.0909,56.7273,19.4545,5.8182
aZyqKR0,6.6667,19.8889,45.4444,25.2222,2.7778
a2WEGXD,6.5000,30.5000,32.5000,23.5000,6.5000
a7Wvg52,7.4286,30.0714,39.9286,20.2143,2.3571
aP76zNR,10.5000,47.0000,31.0000,9.5000,2.0000
aeDKqrB,6.8378,33.7027,44.6757,12.7568,2.0270
a8GdOZY,5.1765,33.5882,44.7059,14.1176,2.2941
a43pyWw,4.5333,24.3111,53.8667,14.1333,3.1333
azm7w5x,10.6111,47.5556,29.5556,9.6667,2.4444
aLw6NOM,6.6667,30.6667,34.4167,23.7500,4.5833
aZyqKPW,4.3158,27.4211,49.7895,15.7895,2.8421
a3wvr9m,3.2143,19.3571,56.9286,17.8571,2.7857
aAeB7jE,5.1250,25.5000,44.4375,21.6250,3.6250
aoPmoLe,1.5000,15.0000,63.5000,18.5000,1.5000
aMxeqD1,4.4681,25.2766,43.5745,22.4681,4.2553
aVwj8RO,17.7500,26.2500,31.2500,21.0000,3.5000
a0NvGzv,7.0000,32.1429,28.8571,24.1429,7.5714
aeDKw4O,4.5833,30.0000,39.0000,23.3333,3.1667
abG3mpp,4.4667,29.0000,48.8000,15.2667,2.5333
an4ewKV,10.5556,33.5556,41.7778,11.5556,2.5556
amvqKz9,6.8333,27.5417,41.9583,19.7083,3.9167
aeDKBNq,3.6000,19.3000,48.6000,22.2000,6.3000
azm7vEN,3.3077,27.9231,43.3846,21.9231,3.3846
aBm954P,4.2857,23.2381,43.6667,25.4286,3.4286
amvqQ5y,3.8947,27.3158,44.2632,21.1579,3.2632
aR767NM,4.3733,26.4000,45.3733,19.6133,4.2133
adVywgZ,9.0000,46.0000,28.7500,12.1250,4.0000
aYyjZLm,5.3243,31.7027,46.0541,14.8649,2.1351
aLw6OD5,6.7692,27.4231,33.9231,26.8077,5.1154
a8GdNm6,4.5500,24.2500,43.7000,22.8500,4.6500
a9njNML,2.0000,18.2000,58.8000,19.2000,2.2000
aBm9bE1,9.2941,36.5882,38.4706,12.4706,3.2353
aO7oZqv,5.2963,29.2593,40.3333,20.6667,4.3704
aqn4BpL,3.8889,23.0000,51.4444,19.3333,2.4444
aXgZdwD,9.0435,20.4348,43.6522,21.5652,5.0870
a7WvA9q,9.7391,42.3913,36.7826,9.0870,1.9565
aD4R5Bd,2.0000,8.5000,58.0000,26.5000,4.5000
aQd6mrr,5.7031,27.9453,43.6406,18.5938,4.0391
ax9Er2Y,5.2727,20.0909,42.0909,26.7273,5.7273
aWxB5qK,4.7273,27.0000,38.2727,20.7273,9.5455
a9njBxL,9.5000,43.7500,41.0000,4.7500,1.5000
a8GdgWV,9.5000,38.7500,25.5000,22.0000,4.5000
an4eBOL,4.1034,23.7241,50.1034,17.1724,4.7586
a1Wpg9D,8.1000,25.6000,45.9000,17.7000,2.8000
aBm9j71,3.8125,26.5000,48.0000,17.8750,3.5625
aEPdbje,5.1250,28.6250,46.0000,15.7500,4.2500
a6Kro9b,5.1739,28.3913,45.3043,17.5217,3.5652
aQd6Kqq,5.8000,26.8000,40.2000,20.8000,6.2000
aQd6ynw,3.8261,28.4348,47.6739,16.7174,3.1739
aVwjr18,6.3333,42.3333,38.0000,11.0000,2.3333
aYyj64v,5.2500,26.2188,42.4688,20.7188,5.1563
adVy4e2,3.3333,21.1111,42.6667,26.3333,6.4444
aZyqoPV,4.0000,27.5000,37.8750,24.7500,6.1250
a8GdgbZ,5.0000,33.1765,45.0588,15.4118,1.5294
aqn4ENj,7.6000,35.8000,25.6000,24.6000,6.2000
ax9EAD2,6.0000,31.2222,36.7778,22.3333,3.5556
agArpw1,3.4545,17.3182,53.0455,22.1364,3.9091
aO7oADD,6.5000,32.3750,37.0000,20.5000,3.5000
aQd65Pr,2.6667,18.3333,62.3333,15.0000,1.6667
aAeBmAo,2.7500,18.0000,38.5000,33.2500,7.5000
avz2jLZ,6.0000,30.9375,40.6250,19.1875,3.1875
aBm9MQ1,3.8333,29.5000,46.4167,18.1667,2.2500
aD4RvwK,7.1176,30.5882,35.8824,22.7059,3.8235
a2WEx8p,4.6667,28.7500,48.6667,15.0000,2.8333
aQd6jPW,5.5000,34.2500,40.8750,15.8750,3.2500
amvqwW6,6.0714,32.9286,43.6429,14.7857,2.6429
aMxeW1G,6.7500,32.7500,39.8500,14.8000,5.5500
aZyqYNn,3.3421,21.2632,54.2105,18.1053,3.0789
a8GdN7p,4.7931,25.6207,47.5517,17.9310,3.6897
aBm9zpD,17.0000,38.6250,15.5000,19.0000,9.6250
aoPmGNm,4.7500,31.5000,49.1250,12.7500,1.8750
aqn4wjQ,5.5000,37.2500,31.7500,22.0000,3.0000
aQd6bR2,3.0526,18.6316,58.5789,17.1053,2.5789
ayeEzpM,2.4444,15.6667,57.5556,19.2222,4.4444
aNgmGPr,3.4118,19.1176,46.3529,27.8824,3.2353
a5Wp3KG,5.7500,30.2500,49.0000,12.8750,2.5000
aeDKzeb,4.2500,33.0000,53.6250,7.6250,1.3750
an4ewo0,3.6364,27.8182,45.5000,19.2727,3.8182
apGKXq5,5.1333,33.6333,37.5333,17.6667,5.6667
aD4RvoG,4.1429,21.6429,39.2857,24.6429,10.2857
aAeBqop,6.7368,27.7895,47.5263,14.7895,3.0000
aVwj5dn,8.5000,36.5000,23.0000,26.0000,5.5000
aqn4E5Y,5.0417,31.5417,47.2917,13.7917,2.4583
a3wvDLm,8.3333,43.6667,35.6667,9.6667,2.6667
aQd6Kge,5.0000,28.4444,45.8889,16.1111,4.3333
a8GdvRd,4.1818,32.0909,44.0909,16.4545,3.1818
a3wve3v,5.6471,28.9412,45.4706,16.5882,3.0000
aBm9jpA,5.2143,31.1071,42.3036,17.6786,3.8036
adVyzNQ,3.8421,24.1053,51.4737,17.6842,2.8947
aMxe7WM,2.6364,19.1818,62.0000,13.9091,2.0909
aR7690j,4.2500,25.2500,34.2500,13.2500,22.5000
aWxBN1n,5.3600,26.8400,39.6000,21.9600,6.3200
amvqnN6,4.1613,27.2581,43.3226,18.3548,6.6452
aZyqvjz,2.8636,20.9545,55.8636,17.8636,2.4545
avz2jnd,5.3235,28.6176,42.8235,19.5000,3.6176
a1WpwLb,2.3571,15.3571,41.0000,30.3571,10.8571
ax9EeMp,4.3333,23.0000,45.5333,22.6667,4.3333
aBm9bLA,4.6667,30.0476,39.3333,22.3810,3.5238
ax9E4Mn,4.5000,26.3462,42.3846,22.6154,3.9615
aD4RqKB,15.7500,40.7500,38.0000,4.5000,0.7500
abG3KDE,4.5250,23.0000,41.9250,24.9000,5.5500
an4e8RE,2.7778,22.7778,62.2222,11.0000,1.2222
aNgmbew,5.3333,37.5556,45.8889,9.5556,1.4444
aEPdbzN,7.8750,33.2500,33.5000,19.2500,6.5000
aeDKqQQ,3.7692,26.5385,43.1538,18.3077,8.3846
aWxB523,2.4167,15.8333,49.0833,28.8333,3.9167
aWxBeM2,11.0000,45.0000,28.3750,12.6250,3.0000
a5Wp9VE,4.0000,29.0000,54.0000,10.5000,2.0000
aVwj2bv,5.5490,26.9804,45.8431,18.0000,3.6078
aR76GeQ,5.7213,28.8033,47.5410,14.7377,3.2295
a1WpnP2,5.8182,26.4545,39.4545,24.2727,3.8182
a1Wpnz2,6.6667,31.3333,51.3333,9.1667,1.6667
abG3dV8,2.4615,14.4615,56.0000,22.9231,4.0000
apGKnXW,3.4667,18.1333,52.2000,22.0667,4.2000
aVwjmww,5.4286,27.8333,53.6667,11.2143,1.7857
an4edwo,2.0000,9.3333,50.0000,31.0000,7.6667
ax9EQxK,2.2500,24.3750,60.8750,11.2500,1.2500
ayeEKLy,4.6471,22.2353,37.4118,30.4118,5.1765
adVy1jV,5.3760,30.4240,43.7200,17.3280,3.1040
a9njwK6,4.5714,27.0000,43.8571,21.4286,3.1429
aGdK5B5,5.0000,24.8000,47.6000,17.8000,4.9000
aP76zzB,4.4681,25.4468,47.1277,19.7021,3.3404
adVyrDB,6.2000,19.8000,49.2000,19.8000,4.6000
aZyqYm9,8.1429,35.8571,34.4762,17.9048,3.6667
aeDKqDp,6.9500,31.4000,40.5500,17.5500,3.4500
apGKV3M,4.9048,23.9167,44.9643,20.8929,5.1905
azm7Dop,6.1364,39.0000,40.9091,11.9545,2.1364
aGdKQe7,3.1515,21.2727,50.8788,20.3333,4.3333
a8Gdg8Q,5.9000,29.3000,44.7500,16.8500,3.0500
aQd6N5d,5.8125,31.7500,47.0625,13.3125,2.0625
aR76ywj,7.2000,29.6000,28.4000,32.0000,2.8000
aeDKz2p,4.6154,27.1538,50.0000,15.6154,2.6154
aXgZPW6,3.5714,25.6071,52.1429,16.1786,2.5000
ayeEAA8,8.0000,39.6667,37.6667,12.1667,2.8333
a6Krzy8,6.6000,30.8000,41.6000,16.8000,4.2000
aMxeNQM,3.7000,24.2000,53.2000,16.6000,2.4000
an4e0jV,6.6429,35.8571,44.0714,11.4286,2.0000
amvqO9X,4.5556,24.7778,33.0000,31.2222,6.4444
a2WEXY9,2.2500,15.8333,51.5833,26.5833,3.4167
a43pB3Z,4.4000,25.6000,31.5000,29.7000,8.8000
aZyqXm0,2.1579,9.2632,45.3158,29.8947,13.3158
aO7oWB3,4.8571,33.5714,49.5714,9.5714,2.1429
aP76n0n,2.5714,20.4286,45.8571,26.5714,4.4286
aXgZ28b,5.5373,29.9104,47.3731,13.6866,3.3731
a9njw9j,3.3333,15.6667,56.5000,20.8333,3.3333
a3wvz51,5.3235,31.5588,47.6765,13.4706,1.8529
azm7QQB,4.5000,19.1667,52.8333,19.1667,4.0000
a43pxPv,2.5000,22.7500,64.5000,9.0000,1.0000
amvqOzv,6.7742,30.9032,43.2903,16.2258,2.6774
aK74yEO,5.5455,35.4545,43.0909,13.7273,2.0909
aeDKE0b,2.7692,23.9231,42.1538,25.6154,5.4615
a6KreZL,4.2500,28.6250,38.7500,24.8125,3.6875
a8Gd40V,7.9767,32.3721,39.5349,16.8605,3.0465
abG3DzO,4.0000,26.9231,36.7692,23.9231,8.3077
aMxeLj1,5.2000,29.1600,44.2000,17.7600,3.5200
a1WpxLP,4.8571,33.5714,36.9286,20.5714,4.0000
aqn4MbQ,4.3043,23.6522,53.5217,16.1739,2.0870
avz2mvE,6.0833,28.1042,45.2083,17.3333,3.1250
amvqKwd,6.7143,30.2857,42.6429,16.6429,3.5714
aEPdbvn,6.1111,30.2222,47.5556,13.6667,2.3333
aLw6Np6,17.7500,19.7500,58.5000,3.0000,0.5000
a8Gdg3d,6.7059,28.2941,39.5882,20.8824,4.4118
aj9Qj6x,5.5714,26.8571,35.7143,27.4286,4.4286
aP76vdV,6.4348,26.4783,43.0000,20.0870,4.0870
aO7o5dM,5.3000,33.0000,39.8000,17.9000,4.0000
aK74NXN,9.3333,41.8333,34.8333,11.6667,2.6667
aNgmGK3,5.2353,25.9412,39.7647,23.5294,5.7059
awBNv78,10.1429,38.2857,40.1429,9.4286,1.5714
aD4RVQd,7.2857,32.5238,41.9762,15.4286,2.6667
aGdKQDz,4.6500,32.6000,51.5500,9.6000,1.7500
a6KrRO2,3.3333,20.9333,50.0000,22.4000,3.2667
azm73mb,5.1429,30.1429,48.1429,14.1429,2.7143
aD4R9N9,3.7000,22.1000,58.9000,13.4000,2.2000
a43px4p,5.3333,27.8889,48.4444,16.0000,2.2222
a2WEXRp,4.9231,22.0769,38.3846,26.3846,8.1538
a0NvWen,3.4444,26.6667,53.9444,14.5000,1.4444
aO7oA72,7.0000,32.7500,35.5000,20.0000,4.7500
aO7o586,7.3333,36.3333,37.6667,15.6667,3.1667
aVwj9Qy,4.3750,21.2917,48.7083,21.9167,3.5417
aLw65ZM,4.3636,27.0000,46.3636,19.5455,2.6364
aMxe70G,3.6364,21.1818,52.2727,19.2727,3.6364
aBm9ooN,4.0952,25.3810,45.4762,20.8571,3.8571
aD4RxQN,5.2759,26.6897,45.4828,19.3448,2.8276
a9njBem,7.8571,52.1429,30.1429,8.0000,2.2857
agArZvr,7.0000,36.0000,39.2000,15.0000,3.0000
an4eojV,17.0000,49.5000,24.5000,7.0000,2.0000
amvqbno,4.2727,27.4545,42.2727,20.6364,5.3636
a43pmDQ,11.1818,48.0909,28.4545,9.6364,2.9091
aeDKyXb,17.8750,33.8750,32.2500,12.6250,3.2500
aO7oO12,3.9000,22.2000,53.2000,17.8500,2.6500
a6Kr42e,6.1000,35.3500,40.9000,13.1000,4.6500
an4eo4b,5.7143,38.7143,39.3333,13.7143,2.5714
aNgmMy6,4.7778,29.4444,42.3333,16.4444,6.6667
aWxBe7q,6.5000,34.5000,35.1000,20.5000,3.6000
aQd6ood,5.2927,29.0976,47.6341,14.9512,2.8537
aMxev0P,3.6744,20.0698,52.0465,19.7209,4.2791
a1Wp6o2,5.5125,29.3125,43.1750,16.5375,5.2500
apGKddb,8.7059,34.2353,43.0000,11.0588,3.0588
azm74vb,3.7179,23.8462,54.0256,15.5128,2.7692
aMxe0xx,7.6667,41.6667,37.5556,10.6667,2.7778
aeDKBAQ,9.6667,42.5000,33.8333,11.8333,2.3333
a9nj0D0,3.4444,22.5556,60.4444,11.3333,2.0000
a1Wp6PP,5.4643,32.6786,36.2857,20.1429,5.2857
aWxBXxd,5.0000,26.1667,50.8333,15.6667,2.5000
aAeBqDg,3.9091,27.0909,35.0000,27.4545,6.5455
aZyqX4W,2.3333,11.0000,68.3333,15.0000,2.6667
amvqnyv,4.9091,29.8182,41.0909,20.3636,3.7273
aQd6BOr,4.8261,26.6957,46.3478,18.2174,3.7826
a7Wv6Ez,7.3061,38.9796,36.9388,13.6122,3.2245
