id,average_sentiment
adVydgV,4.1667
a9nj4oL,0.0000
aQd6GAz,-11.5385
aLw6bv5,-5.0000
ax9E56Y,-30.0000
a1Wpx72,-22.2222
aGdKm87,0.0000
aEPd3oo,0.0000
aGdKXGw,-22.2222
aBm9p6N,-50.0000
aVwjAZP,-21.4286
aGdKvvK,-6.2500
aAeBZzL,0.0000
a9njo8K,0.0000
a43pXZQ,5.0000
avz2Nx5,0.0000
a7WvQ0r,0.0000
a1Wp908,-25.0000
agArWBw,0.0000
aeDKLMW,-50.0000
ayeEGWV,-20.8333
aXgZB7z,0.0000
aAeBjKo,0.0000
aBm9pEx,-12.5000
aZyqeEn,-20.0000
a1Wp9ND,50.0000
agArW8W,-25.0000
aK74Reg,-16.6667
a2WEe09,0.0000
aGdKXAz,6.2500
aoPmXLA,-7.3171
aEPd3Wo,0.0000
avz2NR5,-28.5714
aj9Qp9x,-16.6667
a5Wp4zL,-16.6667
a8GdRXO,-12.5000
aD4RyX7,0.0000
a0NvBEL,-14.2857
agArW2q,-25.0000
a43pvA1,0.0000
aeDKL7m,-7.6923
adVyEoV,-10.0000
a43pvqw,-20.0000
aBm9pOP,-33.3333
aj9QpZp,10.0000
aYyj9Aw,25.0000
an4e6EB,-22.7273
aEPd3DK,-30.0000
apGKdw9,5.5556
azm7nOq,6.2500
aNgmNOA,10.0000
aWxBzo2,0.0000
avz24QO,-11.1111
aR76nRB,-4.0541
aVwj9vK,0.0000
aZyqe2V,-12.5000
aO7owp3,12.5000
aGdKXO7,-10.0000
aqn40zP,-50.0000
a6Krx4A,-16.6667
aEPd3EG,-13.0435
an4e6Dz,0.0000
a0NvBwZ,-21.4286
aZyq689,0.0000
an4e6RE,0.0000
aMxegX6,-12.5000
aD4RPy7,-19.7368
aD4RyMB,0.0000
ax9E5PD,0.0000
adVyEb2,0.0000
aeDKLRB,5.5556
aAeB8A0,0.0000
aeDKLdp,5.5556
a8GdZnd,0.0000
a5Wpgmy,0.0000
ax9E5An,0.0000
aeDKLOj,-25.0000
aGdKX85,-50.0000
aGdKXAw,-16.6667
a43pvxZ,0.0000
an4emLo,12.5000
aMxegNx,0.0000
avz2NPn,0.0000
agArWxW,-16.6667
a2WEexp,0.0000
aYyj9Oq,0.0000
aZyqejV,-50.0000
aMxegv6,-40.0000
avz2NdM,-4.5455
arV1YrX,-20.0000
aNgmNqG,0.0000
aQd6Gmz,0.0000
azm7nDb,0.0000
a8GdZ26,25.0000
aVwjyD2,0.0000
amvq3Ko,-20.8333
ayeEG1V,-14.2857
a3wvmnQ,0.0000
agArWZ6,-37.5000
abG37X8,50.0000
aVwjAdn,0.0000
a5Wp49N,-10.0000
aR76nM2,0.0000
aqn40dR,-20.0000
aGdKX77,0.0000
aWxBzmK,0.0000
aj9Qp3G,0.0000
apGKOD9,16.6667
azm7nvm,-37.5000
a43pvrZ,0.0000
aP765zP,-7.8947
a6KrP32,-37.5000
ax9E5ep,-10.7143
agArWK1,-9.0909
a6KrPeR,-37.5000
ayeEGmr,-33.3333
arV1Yz5,0.0000
aQd6G2r,25.0000
arV1YD0,-10.0000
aR76n95,5.0000
a3wvmzr,-20.4545
aQd6NGW,0.0000
aXgZBLv,0.0000
a3wvnvm,0.0000
a8GdZv3,-26.6667
adVyrQQ,-15.0000
aZyqeoQ,21.4286
aNgmNV6,-20.0000
ayeEGRy,0.0000
aBm9myx,-10.0000
aLw6xOW,0.0000
aMxegDX,-7.1429
aNgmN2G,-8.3333
aAeBjmR,-12.5000
a6Kr0P9,4.1667
aZyqeQn,0.0000
aYyj9dm,16.6667
aGdKXq0,-50.0000
a8GdZ2p,-50.0000
aP765LV,-50.0000
aK74RZ1,0.0000
ax9ELXY,0.0000
azm7QVN,0.0000
avz2NqX,16.6667
aNgmNDK,0.0000
aAeBvQ0,-4.0000
aBm9pMO,-21.4286
aLw6x3x,0.0000
a3wvxyr,27.7778
apGKOzn,10.0000
ayeEGrp,-25.0000
a2WEeZO,50.0000
arV1Ywp,-7.1429
a0NvBqd,-50.0000
aj9QpwQ,0.0000
a0NvG9X,-50.0000
amvqQX9,-16.6667
aAeBjbp,-35.0000
aVwjA8K,0.0000
aAeBjA2,-8.3333
aEPd3K9,6.2500
a0NvNnO,-11.7647
a8GdZNe,25.0000
a43pvWv,-50.0000
aAeB710,-17.8571
abG37KE,-12.5000
aAeBj7g,-27.7778
a5Wp4gE,-15.6250
aD4Ry5Z,0.0000
aYyj9v2,-10.0000
arV1Yv6,0.0000
avz2NVX,-25.0000
aqn40Mv,-25.0000
aVwjA58,0.0000
aK74RO6,-10.7143
aGdKX56,-12.5000
a6KrP4R,-16.6667
aBm9p5A,0.0000
aR76ndj,8.3333
aWxBzXq,-25.0000
aR76npM,-9.0909
aj9Qp48,-14.2857
a9njo0o,-50.0000
arV1YLV,-7.1429
a0NvBVn,25.0000
a2WEYQY,4.1667
aGdKoEz,-4.6875
a0NvB3X,0.0000
aNgmN3v,0.0000
a1Wp35P,25.0000
aLw6xox,-37.5000
a1Wp9gP,12.5000
aeDKLwW,0.0000
aP765bw,5.0000
aD4Rdjx,-3.3333
a43pvOp,-8.3333
a9njwXL,-16.6667
a43pr96,5.0000
a9njoGo,-5.8824
aLw6xEM,0.0000
aO7owAM,0.0000
a6KrP6L,25.0000
agArWwn,-16.6667
aWxBz23,0.0000
a3wvmO1,-9.0909
aEPd96K,-50.0000
aGdKXj6,-14.2857
aoPmdMA,0.0000
an4e6P0,0.0000
amvq3Zj,-8.3333
ax9E5qb,4.1667
aqn40E7,-50.0000
aoPmXde,-25.0000
ayeEGjM,0.0000
aeDKLnb,-12.2222
a8GdZxO,0.0000
aEPd39M,-12.5000
aAeBjz9,0.0000
agArWex,-8.3333
aLw6bbz,6.2500
aoPmXQ0,-25.0000
aXgZB6P,0.0000
aLw6xZz,-10.0000
a8Gdx0e,-25.0000
a9njoe1,50.0000
arV1YQB,0.0000
aD4Ryyw,-7.1429
a5Wp4OO,-30.0000
aLw6x7M,50.0000
aBm9pNQ,0.0000
aAeBjjp,-25.0000
a1Wp9yG,-13.6364
aeDKd9B,20.0000
aBm9pp1,20.0000
aP7655R,-50.0000
a8GdZZY,-3.3333
aK74RRb,-5.0000
azm7nob,-50.0000
aWxBzYq,-40.9091
adVyd6d,-25.0000
aZyqeGz,-5.0000
avz2NMO,-3.8462
aeDKLBv,-50.0000
aVwjANw,-25.0000
a7WvOjb,-1.1905
agArWRv,0.0000
aXgZzYz,-50.0000
arV1YYB,50.0000
a0NvBrz,0.0000
aR76nqM,-16.6667
a5Wp4mr,-25.0000
a1Wp94b,-16.6667
aqn40qM,0.0000
aXgZByd,-33.3333
apGKOOb,0.0000
a6KrPP8,-30.0000
aVwjpbP,5.5556
aAeBjnZ,-10.0000
avz2Nbq,-6.2500
aBm9p7Z,0.0000
aD4RyBO,-25.0000
aeDKLvO,0.0000
an4e6rV,0.0000
aMxegpR,0.0000
amvq3Mv,0.0000
aP76Eqq,-50.0000
aBm9peA,0.0000
aYyjxX0,-22.5610
aQd6G02,-35.7143
aeDKnvj,0.0000
aLw6y66,30.0000
aD4RyEw,0.0000
aVwjA8M,0.0000
aR76yd2,0.0000
agAr6p6,-4.1667
aBm9pLD,25.0000
ax9ELjb,0.0000
aBm9pDZ,-5.8824
aWxBNYA,-3.8462
aeDKL1q,-25.0000
aVwjAAO,-40.0000
a3wvm9m,0.0000
awBNwwW,-50.0000
a1WpxN6,-5.2632
amvq3D6,-12.5000
a9njooW,0.0000
ax9E55K,-50.0000
aGdKm0K,0.0000
ax9E5rb,0.0000
an4e6rz,-50.0000
aVwjANO,0.0000
aQd69N2,-11.6667
abG3NE9,-17.6471
aYyj9XO,-12.5000
abG378p,-50.0000
aMxeg7M,0.0000
a0RmmjZ,-25.0000
abG37PL,-16.6667
aNgm8Y0,-3.3333
a9njo3Z,-50.0000
adVyGyD,-25.0000
aEPd3rN,25.0000
aZyqeKX,0.0000
avz243O,-5.3571
amvq3d9,0.0000
aEPd34n,16.6667
aP765Xn,0.0000
an4e6WL,-3.5714
aqn400Q,50.0000
aWxBrn6,-25.0000
a2WE98w,-9.0909
azm7D4m,0.0000
arV10Ld,-18.7500
aVwjA1n,0.0000
an4e6jn,0.0000
aNgmNNb,-50.0000
aGdKXPG,-50.0000
awBNwLR,0.0000
aEPd3Qp,0.0000
an4edZE,12.5000
aWxBjmK,-4.6296
avz2NbE,25.0000
aR76beM,0.0000
a43pwNy,-7.8947
ax9EnMM,0.0000
aVwjz9w,0.0000
aK74qzQ,-11.9048
ayeEGq8,-50.0000
aNgmRzw,-18.5185
aAeBj59,25.0000
aAeB89Z,0.0000
ax9E80Y,-12.5000
aZyq819,-8.8235
avz2XEd,-16.6667
apGKOWM,50.0000
aeDKLm5,-50.0000
aVwjAVd,10.0000
a9njo8j,4.1667
a5WpyRr,0.0000
a5WpDYG,3.5714
a9njZKD,-8.3333
a7WvY7b,25.0000
ayeEzWr,-12.5000
a8GdOYQ,50.0000
aD4RP09,-15.0000
an4e6A5,-9.0909
aR76bGG,0.0000
a9njoNL,-8.3333
aAeBqxg,-18.7500
a8GdNb3,-20.0000
aAeBjpR,-50.0000
azm7zXN,7.1429
a5WpEZN,-14.5833
aR76N52,-8.3333
amvq3yo,16.6667
aqn4o8p,-50.0000
amvqKA2,6.6667
a6Kr3o8,-9.3750
aP76GBq,-9.2593
aGdKXB5,0.0000
a8GdZEY,0.0000
a43pmLv,0.0000
ayeEm6Y,-16.6667
aeDKLNm,-16.6667
a8GdRdd,0.0000
a5Wpy9q,10.7143
azm7wPB,10.0000
a43pv1A,-50.0000
aNgm3ow,4.1667
aqn4PvY,-16.6667
aD4RM2Z,-12.5000
ax9E5K1,-5.0000
apGKO69,-50.0000
aD4RMjG,-11.1111
aYyjdVw,-2.6316
abG3ooX,0.0000
ax9E59K,-20.0000
aP76zKR,0.0000
ae5XXZq,-4.3478
a8GdbLp,-14.6552
ayeEZAr,-40.0000
aGdKb1z,10.0000
an4em3q,0.0000
ayeEV1X,0.0000
amvq4Nj,0.0000
aD4Ry9Z,-35.7143
azm7nbK,0.0000
apGKZeD,-50.0000
aD4ReX9,0.0000
a5WpvwV,-20.0000
a3wvXAr,0.0000
aBm9MmP,-9.0909
aVwjB3v,5.5556
aVwjdAP,-7.1429
a2WE6V9,0.0000
aK74y66,8.3333
a9njo96,0.0000
aWxBrG2,12.5000
aBm9Nr2,0.0000
agArrZK,-8.6207
a1Wp9x6,-10.0000
aAeBjdg,50.0000
aK74Q96,25.0000
aj9QM7R,-30.0000
a0NvYMX,-5.6604
aVwjdbv,-7.1429
aqn4V2j,4.5455
aVwj8gn,-6.2500
aZyqomQ,-31.5789
a2WEjv9,-31.8182
aj9Qv90,12.5000
a0NvbMX,-5.7143
a9njB5o,-16.6667
aGdKmMX,0.0000
aBm9N51,-10.0000
aGdKoXz,-25.0000
aWxB9VK,-18.2927
aAeBAyd,-10.0000
aBm91Nz,-7.3529
a1Wp9mb,0.0000
aP76pQV,-12.0690
aR769YG,-4.5455
azm7Q0m,0.0000
a9njB8W,-25.0000
aK74LY1,-9.3750
a2WE43w,-9.2593
a43pn4v,-10.7143
a9njyBD,-9.6154
avz2qXX,-25.0000
aMxey2W,0.0000
a3wveZN,16.6667
aZyqO5n,-16.6667
aVwjxKO,2.6316
a0NvQxq,-11.2676
a8GdZOO,-7.1429
amvqnEo,-28.5714
a9njDwL,-16.6667
avz2PXX,1.7857
abG3mBb,-16.6667
arV1D17,-15.0000
an4eKEq,-2.7778
aP7671P,-10.8696
aP76zLP,8.3333
awBNG7r,-18.1818
aR76Nr7,-6.6667
avz2Kxb,50.0000
aZyq6zQ,50.0000
avz24OX,-16.6667
a7WvYje,0.0000
aXgZ6mv,0.0000
ayeEjby,0.0000
aMxeWK6,-25.0000
aeDKd5j,6.2500
aO7onBy,16.6667
aBm9vP2,25.0000
a7WvQVe,-50.0000
aeDKdjv,-29.4118
ayeEGVW,25.0000
a5WpD3o,-50.0000
aQd6BLq,33.3333
agArDDg,16.6667
a6Kr32N,0.0000
aMxeMjP,0.0000
a2WE6zO,-50.0000
aXgZ649,0.0000
aj9QzYG,50.0000
agArAXv,-13.2353
aR76127,-15.9091
a3wvpZ5,0.0000
avz2DxW,-25.0000
aMxeoP1,0.0000
aVwj1YO,-15.6250
a2WEeAY,-25.0000
a43p8Q1,0.0000
a2WE9wd,0.0000
aVwjxxK,-9.1837
an4e6ez,0.0000
aXgZGPV,-25.0000
aP76EMR,50.0000
adVyD7M,-50.0000
aGdKwyn,-7.8431
aQd6eed,-3.8961
aroPPN5,-11.2903
aYyjGqw,-3.4483
azm7o2j,-8.3333
adVyRWD,4.7619
aGdKX46,0.0000
aeDKYy5,-1.7241
aYyjB8V,5.0000
aGdKrYG,-5.5556
agAr6Qv,0.0000
a8GdxOp,0.0000
aWxB8KK,-1.4286
aYyjmK0,0.0000
amvq31y,0.0000
aQd6AG2,-6.8182
a3wvmer,0.0000
aYyj9wm,-50.0000
aWxBpmK,4.1667
aR76GM5,16.6667
an4egp0,-6.2500
a8GdvE3,16.6667
a2WEA9E,50.0000
a2WEArZ,-50.0000
arV10y5,0.0000
a8GdXD6,-6.2500
a7Wvnxx,-4.5455
avz2MqE,0.0000
awBNnzQ,1.6129
a9nj4MZ,-7.6923
aNgmjXG,-10.0000
abG3ddO,-12.5000
aK7493Z,-14.8148
aNgm88G,-18.1818
a6KrRoN,-50.0000
a1WpwVG,-6.2500
aQd6GB7,0.0000
aXgZGYD,-22.2222
abG3K2B,-30.0000
aeDK8w5,50.0000
aQd6nZK,-7.6923
amvqdwX,-11.5385
aVwj0Av,-4.0541
a9njZeL,-3.1250
a1Wpx8b,-20.8333
aeDKdA5,0.0000
aj9Qr2g,-12.4183
aeDK09W,-23.1707
awBNDNB,16.6667
awBNDKW,-10.0000
azm7VZZ,-15.9091
aLw6pR5,-27.1429
aZyqeDz,0.0000
aWxBrMq,0.0000
aP76bbn,-50.0000
avz2XBb,-8.3333
aEPdEBK,-20.0000
aVwjy6P,100.0000
ax9EQ5b,20.0000
an4eVbz,-22.2222
aZyqeP9,50.0000
aEPdEdN,-25.0000
ax9EZzW,-25.0000
awBNOxQ,-15.3846
adVyEWj,0.0000
a6KrY6e,0.0000
aqn4PnZ,-50.0000
a8GdpLV,-13.3333
a9njDw1,-4.5455
an4e7Kn,14.2857
aD4RrWx,0.0000
a7WvQm2,0.0000
amvq44V,0.0000
aAeBLzR,25.0000
aNgm724,0.0000
a8GdvAO,-20.0000
aXgZBG2,50.0000
arV1VxX,-11.1111
a9nj82m,-36.6667
ax9EQ2D,-23.3333
amvqKn4,-14.2857
aj9QLGx,-9.6491
aK74Rbj,0.0000
aGdKo37,-16.6667
azm7D3j,-18.7500
a5WpxbV,6.2500
a8GdnMY,-18.1818
aeDKPpQ,-2.8571
aGdKmbn,0.0000
aqn40g7,0.0000
aP76dAG,0.0000
an4eGPn,-6.2500
avz24GW,0.0000
arV1YEp,-50.0000
ax9EQPL,-8.3333
avz2XoE,10.0000
aVwj49n,-25.0000
aVwjAPn,0.0000
azm77Gp,-6.9767
ao5BbNX,-8.0882
a0RmAKX,-17.1053
a85rP0p,-6.0000
ayoyg4V,-14.4737
aroP6B5,-8.2524
am5DjQj,-5.6338
a1R4z4D,-10.2941
aV0GGOP,-7.8125
ae5XovO,-20.5128
a2RQQdD,-6.0606
a2RQQ8d,-20.2381
aZ799X3,-8.1633
a85rrZe,3.4483
amvqq0y,3.9683
agArryv,-14.2857
a3wvvA3,-16.6667
aWxBBvq,-2.8571
amvqqbX,-8.0000
aP766Vg,-20.0000
a3wvPEe,-12.6667
aMxe2zX,-10.2941
a5WpeYy,-14.0187
a8GdWoY,7.6923
adVyNWB,-11.3208
aZyqP50,-4.8387
a3wvdYe,-24.1379
aWxB066,-4.5455
a2WEPKe,-14.5833
a1WpZWP,9.4595
aNgmoDb,-6.9767
aBm9QoP,-22.4138
a9njMgD,2.5641
aAeBVAg,-2.0833
adVyYKV,-5.2632
aQd64zK,-15.5738
a1WpeNP,4.2857
a7WvyBm,-3.0303
aBm93q2,-14.7059
avz2LgO,1.0870
aXgZX9D,-4.0179
aBm9rwZ,-0.9804
aEPdzoO,-6.0606
aoPmjY0,-10.5263
aD4RmXZ,-15.0000
aYyjwzV,-8.6957
aBm9rqz,-8.8889
a6KrLYe,-6.0000
adVyjPM,0.0000
aO7oVP3,-1.5152
aWxB6dK,-9.0909
aD4RGzx,-3.8961
ax9EDxK,-10.6061
aoPmpBn,-8.9474
aQd6MOW,1.4286
azm7roq,-0.8475
arV1bR7,2.2727
a6KrbxA,-10.0000
an4ej95,-19.1176
aoPmOOg,-11.9048
a6KrVDe,-9.4595
aVwjMov,-7.3529
aYyj4R2,-2.6316
aK74Dyb,-13.4146
aqn41wM,-17.3913
apGKQMM,-19.3548
aLw6j2v,-9.6491
a3wvKB8,1.7544
aMxejoG,-10.0000
aqn47P7,-2.9412
aNgmYK6,-4.0541
azm79Dq,-4.4118
a1WpQBv,-15.0943
aoPmeAA,-11.3636
a5WpMgG,6.6667
aZyq7Nz,-10.7143
a1WpROG,-9.2593
aBm9gzD,-22.9167
amvqv5y,-10.9375
a0NvNEB,-13.6364
aGdKdrK,-9.5745
a3wvwDN,-5.2083
aZyqr33,-4.7619
aoPmK22,-2.9412
azm72Mz,-9.2593
aD4R2nN,-15.8537
aGdKLQ6,-6.5789
a3wvGo7,6.2500
a43pnvA,-12.5000
aeDKOWq,-8.8710
a8Gd0y1,-14.0625
azm74EK,1.8519
avz29vZ,-6.8182
a8GdVz6,13.6364
aqn4DVR,0.0000
agArKb6,-21.4286
a7Wvng2,25.0000
aeDKRwQ,0.0000
aR76RNB,6.2500
aGdK7m6,-13.6364
agArKDn,-37.5000
aMxeq3G,0.0000
aoPmDj2,8.3333
a9njBPj,-33.3333
a43pVZ1,-13.8889
aD4RMW7,0.0000
a9njBK0,-12.5000
aZyqvpn,-13.8889
an4eVQL,12.5000
aLw6rgP,-25.0000
aP76nZP,-3.5714
aAeBZGR,0.0000
aoPmnb0,-10.0000
amvqn1d,-21.4286
adVybxZ,-25.0000
aWxB9Nx,-8.3333
abG3EKB,-13.6364
avz2mV5,-7.1429
a8GdzjZ,0.0000
aVwjB6d,-14.2857
aR76Dby,0.0000
aR76DY5,13.8889
aGdKbW0,-10.0000
a0Nvw3Z,2.7778
aGdKoYn,0.0000
aYyjmOO,0.0000
aBm9vRO,-2.9412
aQd6VE7,-50.0000
a2WEx5d,0.0000
aMxeW8R,-7.6923
aD4RML7,-17.8571
azm7B1q,0.0000
aVwjdew,-27.7778
avz2DAd,-50.0000
aYyjm9m,-25.0000
aO7oGW3,0.0000
aNgmqg6,5.5556
aVwjdEn,-5.0000
aGdKoG0,-37.5000
a8Gdnee,0.0000
aoPmdRx,10.0000
a0NvxNq,0.0000
aLw6b4W,-25.0000
a0Nvwxn,0.0000
a0Nvw7O,-16.6667
aMxeWNW,0.0000
aWxBddn,-25.0000
aYyjd67,-30.0000
aGdKoqG,0.0000
ax9EAKM,-7.1429
ax9EAwY,-36.3636
aMxeW5A,-25.0000
ayeEzjV,-25.0000
aXgZexb,0.0000
a43pxDw,-25.0000
aoPmqEe,-18.7500
amvqbL9,-16.6667
a7WvGjL,-41.6667
a43prd6,-16.6667
aqn4p4L,50.0000
ax9EnZp,16.6667
adVy47d,-16.6667
a8GdXoY,-20.0000
a7WvAz2,0.0000
aeDKPeb,-5.5556
aeDKdBj,0.0000
aBm9oKN,0.0000
aO7oN06,-8.3333
aZyqVMX,0.0000
aBm9NyD,-21.0526
aK74Njb,-13.6364
abG3m1B,-6.0000
a8GdX6p,0.0000
azm7DmB,-10.0000
ayeEV0r,-16.6667
aD4RN7G,-16.6667
aO7oN93,-25.0000
aVwj1Ln,0.0000
aBm9NXQ,-13.6364
a0NvwrO,-25.0000
aEPdNEO,-16.6667
aLw6NrW,-16.6667
aXgZGjD,-11.1111
adVy4Wd,-41.6667
aBm9NMA,8.3333
aGdKNzG,0.0000
aeDKPBO,0.0000
a1Wpq3b,0.0000
aXgZG22,9.3750
arV1rrp,-18.7500
a3wvpD1,13.6364
aAeBNoo,-15.3846
aqn4poM,0.0000
a9njNG6,-3.8462
aeDKP8O,-50.0000
ax9E4GY,-25.0000
aBm9j3P,-13.3333
aO7oAby,-25.0000
aD4RNr9,-9.0909
aqn4pyj,-5.0000
ayeEZDr,-5.5556
arV1950,-20.0000
aZyqop3,7.6923
aD4RrxZ,-6.6667
a1WpBQP,12.5000
ax9EQDn,-16.6667
a8GdQ3e,-3.1250
a9njNZo,0.0000
aAeBqOE,3.8462
aj9QG7w,-22.2222
awBNP1y,0.0000
aD4RPE7,-16.6667
aP76zyn,-16.6667
aoPmGEX,-7.1429
avz2Bpq,20.0000
aoPmG02,0.0000
a0NvDLn,-4.1667
aAeBLro,0.0000
aK74Kbb,-25.0000
arV1DKd,-15.6250
azm7vMm,-3.8462
aoPmAyn,0.0000
a0NvDpq,-25.0000
ax9EebK,0.0000
aNgm8N4,-16.6667
a3wvem1,0.0000
amvqORy,-16.6667
aO7onNE,-12.5000
ax9EeLn,0.0000
avz2B2E,-50.0000
aVwj9GK,-33.3333
a3wvxLN,0.0000
awBNDAR,-13.6364
aAeB7P0,-7.1429
aD4RrEw,-20.0000
a6Kr8x9,0.0000
aVwj4qM,0.0000
apGKj2b,-50.0000
avz2q4b,-8.3333
a1Wpg6b,-12.5000
ayeErAY,0.0000
a8GdQBY,-25.0000
aEPdbPK,0.0000
aGdK6PK,0.0000
