id,comments count,section,type,person,people,cat,dog,other animal,poster,clothing,car,toy,tree,glasses,building,electronic device,airplane,guitar,pattern,image_text,comments,score,log_score
a0Nv0Pd,62,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17.981012658227847,2.943439145722042
a0Nv1bq,506,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.766816143497756,3.4584222274426053
a0Nv1jn,389,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.827361563517915,3.4284026580710254
a0Nv3ed,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37.266666666666666,3.6445791952173563
a0Nv4Yv,77,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,0,19.294117647058822,3.0103310729751436
a0Nv7Vn,110,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,31.195979899497488,3.4718415969145293
a0Nv85Q,126,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.19047619047619,3.531947131324801
a0Nv9nL,102,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.488636363636363,3.4808903778441054
a0NvB0n,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,3.5,1.5040773967762742
a0NvB3X,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8333333333333335,1.5755363607584192
a0NvB4v,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0.9162907318741551
a0NvB5d,20,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,85.3,4.457829598089382
a0NvB8L,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,2.7142857142857144,1.3121863889661687
a0NvBEL,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,-14.2857,1.0,0.6931471805599453
a0NvBev,22,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.5040773967762742
a0NvBjB,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,3.9310344827586206,1.5955488002734333
a0NvbKn,189,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.07266435986159,3.52849543113537
a0NvbMX,46,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,-5.7143,23.169934640522875,3.185109490554635
a0NvBoQ,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,0.0,3.25,1.4469189829363254
a0NvBOZ,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,1.1428571428571428,0.7621400520468967
a0NvBqd,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-50.0,6.0,1.9459101490553132
a0NvBrz,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.0,2.5,1.252762968495368
a0NvBVn,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25.0,3.125,1.4170660197866443
a0NvBwZ,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,383,-21.4286,1.2,0.7884573603642703
a0NvBxO,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,5.0,1.791759469228055
a0NvBXQ,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3.0,1.3862943611198906
a0NvD5L,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1429,25.75,3.2865344733420154
a0NvdGL,650,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,19.73139158576052,3.0316490532713583
a0NvDLn,26,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1667,6.894736842105263,2.0661963149298153
a0NvDNO,258,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,21.337662337662337,3.106274147953815
a0NvDpq,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,-25.0,7.954545454545454,2.1921612753796724
a0NvDZB,213,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,7.974619289340102,2.1944005144596
a0NveAq,305,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10.655940594059405,2.4558159722824047
a0NvenO,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.734375,3.6567274486755186
a0Nvezz,209,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.42857142857143,4.08477511120595
a0Nvg8O,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,-28.5714,14.24390243902439,2.7241795830320936
a0NvG9X,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,-50.0,7.444444444444445,2.133508762950112
a0NvgDX,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,14.5,2.740840023925201
a0NvgEO,11,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-12.5,5.17948717948718,1.8212352873610087
a0NvGjv,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.82608695652174,2.9869985935852363
a0NvGqn,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9412,10.646153846153846,2.4549759835418117
a0NvgVL,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238,0.0,9.76923076923077,2.3766930651477676
a0Nvgyv,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5217,26.583333333333332,3.3172117255890625
a0NvGzv,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,-14.2857,24.5,3.2386784521643803
a0Nvj2z,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,52.05,3.971234865059992
a0NvKbB,43,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.569620253164558,3.4833799598147226
a0NvMxB,230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,38.93617021276596,3.68728243487645
a0NvN4q,140,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.592105263157894,3.0723277508037596
a0NvNEB,90,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-13.6364,7.249394673123486,2.110139824699934
a0NvnEn,89,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.08247422680412,3.585807268974122
a0NvNnO,94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,-11.7647,16.415841584158414,2.8573802278962988
a0NvNRQ,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,17.48901098901099,2.9171765550020328
a0NvOLL,238,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,23.536277602523658,3.200152740838412
a0NvovL,95,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43295019157088,3.017148803277909
a0NvOWZ,43,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.016666666666667,2.304250372313107
a0NvpZQ,78,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,128,0,18.849462365591396,2.9881769219095413
a0NvQ9Q,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,17.87378640776699,2.9377739967907486
a0NvQGL,490,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,2.772588722239781
a0NvqKd,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.875,1.927891643552635
a0NvQmd,168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,16.795432921027594,2.878941846906049
a0NvqNX,22,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-9.375,8.333333333333334,2.2335922215070942
a0NvqpO,143,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,40.583333333333336,3.7276994459635184
a0NvqwZ,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,11.0,2.4849066497880004
a0NvQxq,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-11.2676,22.785714285714285,3.169085160365185
a0NvqzO,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.738095238095237,3.0790662623116
a0Nvr2n,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.6666666666666665,1.5404450409471488
a0Nvr6Z,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.25,1.1786549963416462
a0Nvr7n,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,3.0,1.3862943611198906
a0Nvr8B,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5,1.75,1.0116009116784799
a0NvrBn,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.125,0.7537718023763802
a0NvrDz,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,-5.0,1.4,0.8754687373538999
a0Nvrmq,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148,10.0,36.875,3.634291263829533
a0Nvrqv,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2.142857142857143,1.1451323043030026
a0NvrWX,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.142857142857143,1.6376087894007967
a0NvrZn,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.428571428571429,1.8607523407150064
a0NvV3L,328,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.992227979274611,2.772102852929065
a0Nvw3Z,22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7778,24.29090909090909,3.230445006690972
a0Nvw7O,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6667,7.142857142857143,2.097141118779237
a0NvW9O,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,32.78125,3.5199059148394816
a0NvWDX,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,29.806451612903224,3.427724135995584
a0NvWen,28,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-11.1111,11.630434782608695,2.536109360362816
a0NvWjd,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.210526315789474,2.2203469947570738
a0NvWpd,126,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.901538461538461,2.7664158631327003
a0NvwrO,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,8.743589743589743,2.276609606590785
a0NvWRv,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,-23.0769,20.235294117647058,3.055664614276665
a0Nvwxn,12,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0.0,12.208333333333334,2.580847943529335
a0NvWzd,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.425,3.1956071979288465
a0Nvx2L,53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,-21.7391,15.161290322580646,2.7826188965997187
a0Nvx8d,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,-14.2857,8.227272727272727,2.2221635256834715
a0NvxGQ,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4.146551724137931,1.6383269222862373
a0NvxKn,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,-18.75,14.11111111111111,2.715430308399833
a0NvxNq,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.3125,3.307344472855809
a0Nvxvd,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,1.6389967146756448
a0NvxVO,107,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,35.3235294117647,3.592465724445916
a0NvXwq,174,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,34.78740157480315,3.577595920152988
a0NvxXO,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,15.409090909090908,2.797835504974565
a0Nvy1X,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2.1400661634962708
a0Nvy5n,69,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.009090909090908,2.9961867157340456
a0Nvy6d,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,4.007333185232471
a0Nvy8X,19,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.25,44.625,3.8204558119026557
a0Nvygn,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.3333,2.6666666666666665,1.2992829841302609
a0NvYMX,82,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6604,23.609375,3.2031274679000616
a0NvyNL,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,-8.3333,3.6666666666666665,1.5404450409471488
a0NvyoO,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,222,0,0.4,0.3364722366212129
a0NvyOz,20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3333,15.366197183098592,2.795218060370541
a0Nvypv,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25233644859813,2.5057166493017937
a0NvyPz,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25.0,17.0,2.8903717578961645
a0NvyrL,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.75,1.3217558399823195
a0NvyVB,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2.2,1.1631508098056809
a0NvYvd,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18.09919028340081,2.949645940614728
a0NvyvX,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1667,3.5,1.5040773967762742
a0NvyXB,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-14.2857,5.75,1.9095425048844386
a0Nvyxv,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,0,3.6666666666666665,1.5404450409471488
a0NvyZZ,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,1.8,1.0296194171811581
a0NvzbB,23,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.58823529411765,3.072148503998354
a0NvzjO,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0.0,10.083333333333334,2.4054424784337534
a0Nvznn,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13.677966101694915,2.686347464656716
a0NvZOn,104,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,38.03030303030303,3.6643383451978186
a0NvzQd,111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.763546798029555,3.489316519242634
a0NvzwL,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.875,2.5552874465497997
a0NvzXv,294,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.22222222222223,4.384800561556607
a0RmAKX,93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.1053,14.7625,2.757633701291038
a0RmmjZ,86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,-25.0,19.359649122807017,3.0135549578799417
a1R4z4D,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2941,14.732558139534884,2.7557323319172804
a1R4zjw,229,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.19711538461539,3.875299172473452
a1Wp0BG,90,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,373,0,20.130841121495326,3.0507336378160637
a1Wp1Yv,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.272727272727273,2.958691001873642
a1Wp22G,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.434250764525993,2.345093737714316
a1Wp2R2,163,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.630824372759854,3.5447441632929864
a1Wp32w,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1429,6.25,1.9810014688665833
a1Wp35P,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,26,3.295836866004329
a1Wp36v,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.7047480922384253
a1Wp3b8,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,2.7777777777777777,1.329135947279942
a1Wp3BD,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6666666666666667,0.9808292530117263
a1Wp3dD,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.0,20,3.044522437723423
a1Wp3DY,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.6094379124341003
a1Wp3K8,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,2.5,1.252762968495368
a1Wp3Lw,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6.0,1.9459101490553132
a1Wp3m6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0.0,3.375,1.4759065198095778
a1Wp3Mb,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
a1Wp3rR,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,2.5257286443082556
a1Wp3Rv,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,3.217391304347826,1.4392167625742331
a1Wp3WR,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1823215567939546
a1Wp3yR,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-50.0,0.8571428571428571,0.6190392084062235
a1Wp67w,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,5.44,1.8625285401162623
a1Wp6DG,41,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,0,16.782608695652176,2.878220940113652
a1Wp6mP,139,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.476190476190476,2.6009244599198147
a1Wp6Nw,88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.183673469387756,2.5000968152819754
a1Wp6o2,108,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5,18.10994764397906,2.9502090185299075
a1Wp6pb,33,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.402597402597403,2.4338411717814328
a1Wp6PP,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,-8.9286,8.333333333333334,2.2335922215070942
a1Wp71b,111,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.688888888888888,2.6165844737632
a1Wp7O2,108,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,87.82857142857142,4.48670834856934
a1Wp7pR,365,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,63.92356687898089,4.173210683820105
a1Wp85G,221,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.460093896713616,4.166046333052591
a1Wp8bR,18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9.362068965517242,2.3381519239887885
a1Wp908,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,1.4,0.8754687373538999
a1Wp93w,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0.6666666666666666,0.5108256237659906
a1Wp94b,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-16.6667,5,1.791759469228055
a1Wp9AR,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,2.0794415416798357
a1Wp9gP,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,12.5,0.8333333333333334,0.6061358035703156
a1Wp9LR,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.2237754316221157
a1Wp9M6,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.3333,4.5,1.7047480922384253
a1Wp9mb,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0.0,1.8571428571428572,1.0498221244986776
a1Wp9ND,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,50.0,1.5,0.9162907318741551
a1Wp9rG,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1.0986122886681098
a1Wp9x6,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,-10.0,11.0,2.4849066497880004
a1Wp9yG,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.6364,2,1.0986122886681098
a1WpAdP,229,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3125,3.411560168697702
a1WpB0D,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0,17.083333333333332,2.8949907037524594
a1WpB58,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5556,11.027777777777779,2.4872187895463798
a1WpB6P,55,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,8.322916666666666,2.232475526807019
a1WpB9w,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,6.694444444444445,2.0404985677312286
a1WpBKY,26,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,26.157894736842106,3.3016677863151225
a1WpBq2,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0.0,17.944444444444443,2.941510719387352
a1WpBQP,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,13.4,2.667228206581955
a1WpBX6,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38888888888889,3.0628715763916197
a1WpDRR,41,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184,0,10.851851851851851,2.4724841297894433
a1WpE8P,125,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.125,4.027581346062418
a1WpeNP,52,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4.2857,16.660714285714285,2.871342640887563
a1Wper6,177,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,42.78095238095238,3.7791988456487045
a1Wpg6b,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5,9.714285714285714,2.371577964480997
a1Wpg9D,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,4.32,1.6714733033535532
a1WpgBw,135,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,145,0,26.63809523809524,3.3191950832866097
a1WpggG,74,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,-12.5,54.414414414414416,4.014839747896034
a1WpgKG,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3636,8.348837209302326,2.2352519729254587
a1WpgP8,58,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.872093023255815,2.699486505325335
a1WpgrD,74,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17283950617284,2.578157096629315
a1WpgyD,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,-8.3333,14.735294117647058,2.755906222279845
a1WpjjP,390,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.5828025477707,3.543356522308647
a1WpjQP,26,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.405405405405407,3.3811785147716638
a1Wpjx2,139,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.763440860215054,2.3761552861619646
a1WpjX6,17,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7.1429,13.857142857142858,2.6984807500860595
a1WpKxP,240,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,31.06132075471698,3.467650342674626
a1WpM22,238,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,17.472361809045225,2.9162756587510854
a1Wpm98,114,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.266509433962263,3.1470149632247577
a1WpMv6,749,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,28.93019726858877,3.3988679128415096
a1WpmvY,96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-4.0,12.663157894736843,2.6147030056634946
a1Wpnj8,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.5238,10.4,2.4336133554004498
a1WpnP2,13,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.166666666666666,2.3191143949452564
a1WpNrP,464,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.097457627118644,3.4687768253519597
a1WpnrR,29,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104,0,3.675675675675676,1.5423736818535545
a1WpNRY,382,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,22.73190348525469,3.1668202815271247
a1Wpnz2,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-16.6667,22.9,3.173878458937465
a1WpOeR,527,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.792207792207794,3.1693581233803916
a1WpOV8,115,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.42105263157895,3.4474781342261616
a1WpP12,191,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,18.10062893081761,2.949721262825517
