id,comments count,type,image_pred,sentiment_pred,keywords_pred,score,log_score
a0NvovL,95,2,2.32936893362563,2.017710561387081,2.3513097864529944,19.358778625954198,3.0135122009808626
a0NvOWZ,43,1,2.2999313044332492,2.017710561387081,2.3416639538891992,8.868852459016393,2.28938358113551
a0NvpZQ,78,1,2.442425893736647,2.017710561387081,2.3513097864529944,18.648936170212767,2.978023197929236
a0NvQ9Q,51,1,2.4407517872662243,2.017710561387081,2.3513097864529944,17.701923076923077,2.928626356911174
a0NvQGL,490,2,2.2999313044332492,2.017710561387081,2.3416639538891992,14.977810650887575,2.7712009253755103
a0NvqKd,8,2,2.3408259831561082,2.281515463064105,2.3513097864529944,5.222222222222222,1.8281271133989299
a0NvQmd,168,1,2.4331390957638908,2.017710561387081,2.3513097864529944,16.779467680608366,2.8780442904141945
a0NvqNX,22,1,2.4681918940498884,2.4717524834756963,2.3513097864529944,8.125,2.211017899468555
a0NvqpO,143,1,2.448863029984314,2.017710561387081,2.3416639538891992,40.4149377593361,3.7236416311959313
a0NvqwZ,1,1,2.399417647978284,2.017710561387081,2.3513097864529944,9.777777777777779,2.3774864011671637
a0NvQxq,16,1,2.4569623091968262,2.4923918603770843,2.3513097864529944,22.0,3.1354942159291497
a0NvqzO,12,1,2.2999313044332492,2.017710561387081,2.3416639538891992,20.25581395348837,3.0566304557605877
a0Nvr2n,11,1,2.32936893362563,1.9842440276289288,2.3513097864529944,3.3,1.4586150226995167
a0Nvr6Z,4,2,2.32936893362563,1.081838926000415,2.303508730109365,2.0,1.0986122886681098
a0Nvr7n,12,1,2.314587405705748,2.017710561387081,2.362686053324575,2.4,1.2237754316221157
a0Nvr8B,4,2,2.3408259831561082,2.18100634503972,2.3513097864529944,1.4,0.8754687373538999
a0NvrBn,1,2,2.3408259831561082,1.1052635919253422,2.3513097864529944,1.0,0.6931471805599453
a0NvrDz,6,1,2.270887751778234,2.345903470485662,2.308327199094057,1.2727272727272727,0.8209805520698301
a0Nvrmq,3,1,2.4235630219322166,2.2673377836617266,2.376378171069587,32.77777777777778,3.5198031240700023
a0Nvrqv,2,1,2.32936893362563,1.5507058812775274,2.3513097864529944,1.875,1.0560526742493137
a0NvrWX,8,1,2.32936893362563,2.017710561387081,2.227593907327755,3.625,1.5314763709643886
a0NvrZn,5,1,2.3408259831561082,1.5504885608838737,2.3513097864529944,4.75,1.749199854809259
a0NvV3L,328,1,2.2999313044332492,2.017710561387081,2.403790801004195,14.953488372093023,2.769677512032323
a0Nvw3Z,22,1,2.2999313044332492,2.190890848157199,2.3416639538891992,23.857142857142858,3.2131451501592156
a0Nvw7O,5,1,2.3408259831561082,1.80856150128484,2.3513097864529944,6.25,1.9810014688665833
a0NvW9O,20,1,2.462215897675194,2.017710561387081,2.3513097864529944,31.78787878787879,3.4900588979399467
a0NvWDX,11,1,2.420820095031938,2.017710561387081,2.3513097864529944,28.875,3.397022010251675
a0NvWen,28,1,2.3443296099650017,1.7542985756416094,2.357258406200713,11.382978723404255,2.5163228460213793
a0NvWjd,5,1,2.3408259831561082,2.017710561387081,2.3513097864529944,7.8,2.174751721484161
a0NvWpd,126,1,2.2999313044332492,2.017710561387081,2.3416639538891992,14.855828220858896,2.763537143829332
a0NvwrO,13,1,2.32936893362563,1.6555808276264308,2.3513097864529944,8.525,2.2539199210127645
a0NvWRv,12,1,2.416012292396308,2.300205818628223,2.3513097864529944,19.11111111111111,3.0012724539296065
a0Nvwxn,12,1,2.165548327295345,2.1762392123336136,2.016778478918813,11.72,2.543175557911976
a0NvWzd,110,1,2.3408259831561082,2.017710561387081,2.3513097864529944,23.135802469135804,3.1836963177470277
a0Nvx2L,53,1,2.4010014478460624,2.253918743940803,2.3513097864529944,14.920634920634921,2.767616061570403
a0Nvx8d,9,1,2.450155899359081,2.3151073390631307,2.3513097864529944,8.044444444444444,2.2021506956722754
a0NvxGQ,33,2,2.4111203066197455,2.017710561387081,2.3513097864529944,4.134670487106018,1.6360156713324487
a0NvxKn,7,1,2.421620638429956,1.800210021129268,2.3513097864529944,12.7,2.617395832834079
a0NvxNq,7,1,2.32936893362563,1.8930502483251344,2.3513097864529944,24.764705882352942,3.24900556632023
a0Nvxvd,8,2,2.3408259831561082,2.017710561387081,2.3513097864529944,3.9523809523809526,1.5998684614179497
a0NvxVO,107,1,2.4475886265636726,2.017710561387081,2.3513097864529944,34.980582524271846,3.582979418615669
a0NvXwq,174,2,2.4111273079945876,2.017710561387081,2.3513097864529944,34.65098039215686,3.573776646963432
a0NvxXO,23,1,2.32936893362563,2.36384491019056,2.3513097864529944,15.066666666666666,2.7767467323884447
a0Nvy1X,0,2,2.3408259831561082,2.017710561387081,2.3513097864529944,5.0,1.791759469228055
a0Nvy5n,69,2,2.2999313044332492,2.017710561387081,2.3416639538891992,18.83783783783784,2.9875911159702913
a0Nvy6d,4,1,2.3408259831561082,1.6031670146804262,2.3513097864529944,49.84615384615385,3.9288044823901496
a0Nvy8X,19,2,2.3505045350693816,2.3547911322679917,2.350917486874458,42.84,3.7805466426397603
a0Nvygn,3,1,1.9484322481230423,1.8952788372820388,2.3513097864529944,2.0,1.0986122886681098
a0NvYMX,82,2,2.3408259831561082,2.3844631210409704,2.363012486620555,23.426356589147286,3.1956627373956024
a0NvyNL,6,1,2.348122686521661,2.0857199153305555,2.3513097864529944,2.75,1.3217558399823195
a0NvyoO,2,1,1.8600730875118092,2.017710561387081,2.3513097864529944,0.3333333333333333,0.28768207245178085
a0NvyOz,20,2,2.32936893362563,1.9121955547321143,2.3513097864529944,15.152777777777779,2.782092033502609
a0Nvypv,111,1,2.3408259831561082,2.017710561387081,2.4107081555621024,11.148148148148149,2.4971767423798146
a0NvyPz,2,1,2.335298950045642,1.5603114659393122,2.3513097864529944,8.5,2.2512917986064953
a0NvyrL,1,1,2.3408259831561082,1.6946565940853648,2.3513097864529944,2.2,1.1631508098056809
a0NvyVB,11,1,2.3261215462706986,2.017710561387081,2.3513097864529944,1.8333333333333333,1.041453874828161
a0NvYvd,124,1,2.3354201701813646,2.017710561387081,2.3513097864529944,18.062626262626264,2.9477296779588755
a0NvyvX,12,2,2.3408259831561082,2.36514391893813,2.3513097864529944,2.8,1.33500106673234
a0NvyXB,5,1,2.409181648760176,2.2649558336989593,2.3513097864529944,4.6,1.7227665977411035
a0Nvyxv,0,1,2.450325099070172,2.017710561387081,2.3416639538891992,3.142857142857143,1.4213856809311607
a0NvyZZ,8,1,2.2548708547367675,2.017710561387081,2.373524384405721,1.6875,0.9886113934537812
a0NvzbB,23,2,2.346766015799842,2.017710561387081,2.3642685716267775,20.0,3.044522437723423
a0NvzjO,2,1,2.343612323121537,1.8784446216083373,2.3513097864529944,9.307692307692308,2.332890442489375
a0Nvznn,21,1,2.4361323069505496,2.017710561387081,2.3513097864529944,13.45,2.670694414558441
a0NvZOn,104,1,2.4015451102874987,2.017710561387081,2.3513097864529944,37.80120481927711,3.6584512981903474
a0NvzQd,111,2,2.3408259831561082,2.017710561387081,2.3513097864529944,31.607843137254903,3.4845528464686018
a0NvzwL,8,1,2.32936893362563,2.017710561387081,2.3513097864529944,11.4,2.517696472610991
a0NvzXv,294,2,2.3408259831561082,2.017710561387081,2.3513097864529944,78.35164835164835,4.373889219934331
a0RmAKX,93,1,2.2999313044332492,2.441708148130673,2.197226522873034,14.670807453416149,2.7517995836565947
a0RmmjZ,86,1,2.442845349406919,1.9413904549068424,2.3513097864529944,19.191304347826087,3.0052520338945867
a1R4z4D,51,1,2.32936893362563,2.511708149598254,2.3197947767182048,14.563218390804598,2.7449103348176367
a1R4zjw,229,1,2.32936893362563,2.017710561387081,2.3513097864529944,46.97129186602871,3.870602745858638
a1Wp0BG,90,1,1.9092628719634497,2.017710561387081,2.3513097864529944,19.944444444444443,3.041873429551846
a1Wp1Yv,70,2,2.3408259831561082,2.017710561387081,2.343129146797178,18.0,2.9444389791664403
a1Wp22G,210,1,2.3408259831561082,2.017710561387081,2.362686053324575,9.40548780487805,2.3423333405225635
a1Wp2R2,163,2,2.32936893362563,2.017710561387081,2.3513097864529944,33.510714285714286,3.541269834830059
a1Wp32w,2,1,2.32936893362563,2.3804309031718063,2.1378173789929495,5.0,1.791759469228055
a1Wp35P,1,1,2.341946252231614,2.019116106864075,2.3513097864529944,26.0,3.295836866004329
a1Wp36v,5,2,2.32936893362563,2.017710561387081,2.3513097864529944,3.857142857142857,1.580450375560848
a1Wp3b8,44,1,2.2625020743804893,2.017710561387081,2.3416639538891992,2.6315789473684212,1.289667525430819
a1Wp3BD,3,1,2.3408259831561082,1.5493137111522162,2.288217643825647,1.5789473684210527,0.9473813189441862
a1Wp3dD,10,1,2.3408259831561082,1.87175183039308,2.3513097864529944,20.0,3.044522437723423
a1Wp3DY,0,1,2.3408259831561082,2.017710561387081,2.250950235956957,3.2,1.4350845252893227
a1Wp3K8,2,1,2.2999313044332492,2.072710547954342,2.3416639538891992,1.6666666666666667,0.9808292530117263
a1Wp3Lw,2,1,2.4121510497219645,2.017710561387081,2.3513097864529944,4.5,1.7047480922384253
a1Wp3m6,2,1,2.4626365117092495,1.3437313192219855,2.3513097864529944,3.0,1.3862943611198906
a1Wp3Mb,0,1,2.3408259831561082,2.017710561387081,2.3513097864529944,1.0,0.6931471805599453
a1Wp3rR,0,2,2.32936893362563,2.017710561387081,2.3513097864529944,7.666666666666667,2.1594842493533726
a1Wp3Rv,19,1,2.454803754063012,2.017710561387081,2.3513097864529944,3.0833333333333335,1.4069136483226266
a1Wp3WR,0,2,2.3408259831561082,2.017710561387081,2.2966244989264966,0.16666666666666666,0.15415067982725836
a1Wp3yR,2,1,2.2999313044332492,1.6708673480497744,2.3416639538891992,0.75,0.5596157879354227
a1Wp67w,5,1,2.3579631453594865,1.9735244320078882,2.3513097864529944,5.230769230769231,1.829499797210902
a1Wp6DG,41,1,2.398033558205028,2.017710561387081,2.357258406200713,16.083333333333332,2.8381033293504077
a1Wp6mP,139,1,2.3735744776329883,2.017710561387081,2.2704493773615617,12.377952755905511,2.593608035213341
a1Wp6Nw,88,1,2.3408259831561082,2.017710561387081,2.3513097864529944,10.96,2.481567748522486
a1Wp6o2,108,2,2.32936893362563,2.541858096303789,2.3513097864529944,18.06266318537859,2.9477316148754396
a1Wp6pb,33,2,2.3557866594954806,2.017710561387081,2.404158202115962,10.26923076923077,2.4220760709955855
a1Wp6PP,24,2,2.3378462938824556,2.260684039020075,2.3513097864529944,7.6923076923076925,2.162438461250804
a1Wp71b,111,2,2.32936893362563,2.017710561387081,2.3513097864529944,12.61878453038674,2.6114500552109647
a1Wp7O2,108,2,2.336256914438272,2.017710561387081,2.3513097864529944,87.0,4.477336814478207
a1Wp7pR,365,2,2.3408259831561082,2.017710561387081,2.3513097864529944,63.72063492063492,4.170080082971506
a1Wp85G,221,2,2.2999313044332492,2.017710561387081,2.3196919607736883,63.16355140186916,4.1614353142999
a1Wp8bR,18,1,2.3220777852889127,2.017710561387081,2.3513097864529944,9.203389830508474,2.3227200014031015
a1Wp908,4,1,2.3408259831561082,1.257317906200155,2.3513097864529944,1.1666666666666667,0.7731898882334819
a1Wp93w,3,1,2.3378462938824556,2.017710561387081,2.3642685716267775,0.5,0.4054651081081644
a1Wp94b,1,1,2.3408259831561082,2.2456764922009693,2.2594514797431273,5.0,1.791759469228055
a1Wp9AR,6,2,2.3408259831561082,1.8067617741067228,2.357258406200713,4.666666666666667,1.7346010553881064
a1Wp9gP,1,1,2.450986312822132,1.2876696387919448,2.3513097864529944,0.7142857142857143,0.5389965007326871
a1Wp9LR,2,2,2.3408259831561082,2.017710561387081,2.3513097864529944,2.0,1.0986122886681098
a1Wp9M6,2,2,2.32936893362563,1.7118666972007428,2.3513097864529944,3.6,1.5260563034950492
a1Wp9mb,1,1,2.3417114568041364,1.4956711737375314,2.303508730109365,1.625,0.965080896043587
a1Wp9ND,1,1,2.3228475792770027,1.1825393712414647,2.3513097864529944,1.2,0.7884573603642703
a1Wp9rG,3,1,2.3408259831561082,1.5823129201168895,2.303508730109365,1.8,1.0296194171811581
a1Wp9x6,0,1,2.322708713837217,2.160682864164319,2.3513097864529944,5.5,1.8718021769015913
a1Wp9yG,1,1,2.3408259831561082,2.486245401089247,2.3513097864529944,2.0,1.0986122886681098
a1WpAdP,229,2,2.3408259831561082,2.017710561387081,2.3513097864529944,29.221183800623052,3.4085431288312678
a1WpB0D,7,1,2.3408259831561082,1.942061847365471,2.3513097864529944,15.76923076923077,2.819545705327552
a1WpB58,9,1,2.2999313044332492,2.406076844910199,2.3416639538891992,10.72972972972973,2.4621266214561803
a1WpB6P,55,1,2.4138909851750086,2.017710561387081,2.3513097864529944,8.237113402061855,2.2232294344715475
a1WpB9w,25,1,2.4488293909400896,2.017710561387081,2.3513097864529944,6.513513513513513,2.0167032010464125
a1WpBKY,26,1,2.4631713095457934,2.017710561387081,2.3416639538891992,24.85,3.2523106009544382
a1WpBq2,22,1,2.169298142685473,2.2871583334339207,2.3513097864529944,17.0,2.8903717578961645
a1WpBQP,4,2,2.3557866594954806,1.8466070652430242,2.2594514797431273,11.166666666666666,2.498699971920336
a1WpBX6,19,2,2.3408259831561082,2.017710561387081,2.3513097864529944,19.31578947368421,3.0113983902983903
a1WpDRR,41,1,2.3613019871722423,2.017710561387081,2.2464203045739755,10.71951219512195,2.461255161706039
a1WpE8P,125,2,2.32936893362563,2.017710561387081,2.3513097864529944,54.36986301369863,4.014035456815175
a1WpeNP,52,2,2.409181648760176,2.3623554646559,2.3513097864529944,16.513274336283185,2.862959126890225
a1Wper6,177,1,2.269755949814448,2.017710561387081,2.3416639538891992,42.37735849056604,3.7699376112110596
a1Wpg6b,4,1,2.3408259831561082,1.8641078143243113,2.3513097864529944,9.066666666666666,2.3092296357127142
a1Wpg9D,8,2,2.3408259831561082,2.3671921484595155,2.3513097864529944,4.153846153846154,1.6397432619294294
a1WpgBw,135,1,2.483332231096291,2.017710561387081,2.3642685716267775,26.511848341232227,3.3146167606559254
a1WpggG,74,1,2.434737207594899,2.329709935652329,2.3513097864529944,53.92857142857143,4.0060336398903855
a1WpgKG,25,1,2.3408259831561082,2.499065066488114,2.3513097864529944,8.159090909090908,2.2147469280284215
a1WpgP8,58,2,2.3557866594954806,2.28206145934357,2.3513097864529944,13.71264367816092,2.688707238259079
a1WpgrD,74,1,2.3408259831561082,2.017710561387081,2.159883146592304,12.024390243902438,2.566823772255887
a1WpgyD,12,1,2.352330107240173,2.5033516437172056,2.3513097864529944,14.314285714285715,2.7287860995813884
a1WpjjP,390,2,2.32936893362563,2.017710561387081,2.3513097864529944,33.476190476190474,3.5402689546622934
a1WpjQP,26,2,2.2999313044332492,2.017710561387081,2.3416639538891992,27.657894736842106,3.355428963206575
a1Wpjx2,139,2,2.32936893362563,2.017710561387081,2.3513097864529944,9.659574468085106,2.366458499374806
a1WpjX6,17,1,2.4029125553738737,2.228979442641363,2.3416639538891992,12.933333333333334,2.634284050862601
a1WpKxP,240,1,2.2210610695677464,2.017710561387081,2.3513097864529944,30.91549295774648,3.463091564546636
a1WpM22,238,1,2.4502914600259484,2.017710561387081,2.3513097864529944,17.385,2.9115351147532356
a1Wpm98,114,2,2.2999313044332492,2.017710561387081,2.2318407057618153,22.214117647058824,3.1447606128692667
a1WpMv6,749,1,2.4029125553738737,2.017710561387081,2.3416639538891992,28.886363636363637,3.3974023106936038
a1WpmvY,96,1,2.446178510186502,2.287837796456245,2.2985572723008536,12.596858638743456,2.6098387836161185
a1Wpnj8,38,1,2.3408259831561082,2.197573855409432,2.3513097864529944,10.196078431372548,2.4155635769316843
a1WpnP2,13,1,2.3607892446638985,2.299978119215841,2.3513097864529944,7.857142857142857,2.181224235989778
a1WpNrP,464,2,2.3408259831561082,2.017710561387081,2.4065706364825195,30.966244725738395,3.464680493730783
a1WpnrR,29,1,2.4459391478117993,2.017710561387081,2.3513097864529944,3.5789473684210527,1.5214691394881434
a1WpNRY,382,1,2.398790471709308,2.017710561387081,2.3513097864529944,22.671122994652407,3.164255866196517
a1Wpnz2,7,1,2.32936893362563,2.046157372745031,2.227593907327755,20.818181818181817,3.0827436505436205
a1WpOeR,527,2,2.32936893362563,2.017710561387081,2.3513097864529944,22.755267423014587,3.1678042921219127
a1WpOV8,115,2,2.2999313044332492,2.017710561387081,2.363878551841926,30.24418604651163,3.4418333123619838
a1WpP12,191,1,2.4039104693136815,2.017710561387081,2.3513097864529944,17.9875,2.943780867921891
a1WppEb,134,1,2.4510199518663565,2.017710561387081,2.3416639538891992,24.307462686567163,3.231099320087516
a1Wpq3b,11,1,2.462215897675194,2.417889685372186,2.3513097864529944,12.0,2.5649493574615367
a1Wpq8w,15,2,2.458329867865939,2.3825552232890272,2.3513097864529944,23.071428571428573,3.181025600737103
a1Wpq9D,22,1,2.3408259831561082,2.1084816537633473,2.3513097864529944,15.923076923076923,2.828678188890825
a1WpQBv,173,1,2.4193105298425346,2.462964575295213,2.3513097864529944,25.14070351758794,3.2634936212841046
a1WpqrD,247,1,2.45678217575906,2.017710561387081,2.3513097864529944,58.7970297029703,4.090955989204073
a1WpqwY,13,1,2.3354201701813646,2.1409745898361603,2.3513097864529944,13.19047619047619,2.6525710487819816
a1WpROG,41,1,2.32936893362563,2.457894080822246,2.3513097864529944,15.061224489795919,2.7764079503067767
a1WpV28,120,1,2.3408259831561082,2.017710561387081,2.3513097864529944,36.65,3.6283329542459026
a1Wpv9v,73,2,2.3408259831561082,2.017710561387081,2.3513097864529944,25.775193798449614,3.287475854344952
a1WpvEP,1131,2,2.2999313044332492,2.017710561387081,2.3416639538891992,43.36131386861314,3.7923677803621536
a1WpvoD,130,1,2.0789692325037414,2.017710561387081,2.3513097864529944,10.078048780487805,2.4049655629671505
a1WpVOv,295,1,2.3994595802267873,2.017710561387081,2.3513097864529944,16.90506329113924,2.8850835382746003
a1Wpw96,68,1,2.3408259831561082,2.017710561387081,2.303508730109365,31.308641975308642,3.475334747857707
a1WpweD,32,1,2.469113666876263,2.017710561387081,2.3513097864529944,7.927927927927928,2.189184333017654
a1WpwLb,16,2,2.32936893362563,2.48205308248573,2.3513097864529944,34.21739130434783,3.561540031737335
a1WpwR2,23,1,2.3408259831561082,2.017710561387081,2.362686053324575,9.714285714285714,2.371577964480997
a1WpwVG,10,1,2.2999313044332492,1.9016383262233718,2.2385597657032057,6.5,2.0149030205422647
a1WpwW6,59,1,2.270887751778234,2.017710561387081,2.3513097864529944,10.25,2.4203681286504293
a1Wpx1R,27,2,2.32936893362563,2.017710561387081,2.3513097864529944,25.636363636363637,3.282277336218697
a1Wpx72,16,1,2.464322122446975,1.935353564711025,2.3416639538891992,8.40625,2.2413743619491493
a1Wpx8b,36,1,2.3408259831561082,2.3393345078855705,2.3513097864529944,11.631578947368421,2.536199944175551
a1WpxLP,16,2,2.3408259831561082,2.201863658986071,2.3513097864529944,12.96,2.6361960973342264
a1WpxN6,26,1,2.4519743731234303,2.2295903268284123,2.3513097864529944,4.27,1.6620303625532709
a1Wpxo8,9,2,2.346766015799842,2.271227120918163,2.3513097864529944,25.29032258064516,3.2692009087557166
a1WpxpP,298,2,2.3408259831561082,2.017710561387081,2.362686053324575,10.00459418070444,2.398312838397033
a1Wpy3D,31,1,2.46313767050157,2.017710561387081,2.3513097864529944,9.11111111111111,2.3136349291806306
a1Wpy52,2,1,2.46313767050157,2.1013659661987716,2.3513097864529944,23.0,3.1780538303479458
a1Wpy7v,15,1,2.45678217575906,2.2824316061598235,2.3513097864529944,19.5,3.0204248861443626
a1Wpy8G,9,2,2.348186560991972,2.2596240895469184,2.3513097864529944,3.909090909090909,1.5910887737659039
a1Wpy98,7,1,2.3408259831561082,2.2148582358181947,2.2464203045739755,0.4,0.3364722366212129
a1WpybG,7,1,2.4010014478460624,2.017710561387081,2.3513097864529944,3.3529411764705883,1.4708517491479538
a1WpyeP,19,2,2.3408259831561082,2.530907241827141,2.3513097864529944,12.333333333333334,2.5902671654458267
a1Wpymv,1,1,1.2068538526036694,1.419484676885033,2.374809487280967,0.36363636363636365,0.3101549283038396
a1WpyMw,345,1,2.445348096723451,2.017710561387081,2.404158202115962,16.813868613138688,2.8799772894990774
a1WpynG,2,1,2.3657020984434323,2.1260494101324365,2.3513097864529944,4.0,1.6094379124341003
a1Wpyob,10,1,2.3408259831561082,1.4465150315249264,2.3513097864529944,12.285714285714286,2.586689344097943
a1WpyQb,12,1,2.399472607595687,2.017710561387081,2.3513097864529944,9.424242424242424,2.344134095906918
a1WpyWD,1,2,2.321590330381239,1.4210424752403628,2.3513097864529944,1.4,0.8754687373538999
a1WpyxP,3,1,2.287559956648067,2.2737801953821677,2.3513097864529944,1.7333333333333334,1.0055218656020977
a1WpyXw,0,1,2.46313767050157,2.017710561387081,2.252450145307956,6.0,1.9459101490553132
a1WpyyD,0,1,2.3408259831561082,2.017710561387081,2.3513097864529944,0.75,0.5596157879354227
a1WpyYP,3,1,2.3408259831561082,1.951983108844886,2.3513097864529944,4.75,1.749199854809259
a1WpZWP,46,2,2.32936893362563,1.8923841458490303,2.2985572723008536,11.840579710144928,2.5526104460078214
a2RQBvw,282,1,2.4624069255110346,2.017710561387081,2.2594514797431273,20.638613861386137,3.0744793974621096
a2RQQ8d,82,1,2.3408259831561082,2.2277501267735826,2.3513097864529944,47.070422535211264,3.8726670718653917
a2RQQdD,50,1,2.2999313044332492,1.924593829742688,2.3416639538891992,13.086363636363636,2.6452072114353866
a2WE0nE,113,1,2.208982142633195,2.017710561387081,2.373524384405721,41.072916666666664,3.7394042240955767
a2WE1eY,59,1,2.450155899359081,2.017710561387081,2.373524384405721,11.088235294117647,2.492232689880073
a2WE319,2,1,2.1351566380346627,1.3224976926324934,2.3513097864529944,2.75,1.3217558399823195
a2WE35O,0,2,2.32936893362563,2.017710561387081,2.3513097864529944,3.0,1.3862943611198906
a2WE39O,2,1,2.3408259831561082,1.7822540947104915,2.3513097864529944,0.4,0.3364722366212129
