id,comments count,section,type,person,people,cat,dog,other animal,poster,clothing,car,toy,tree,glasses,building,electronic device,airplane,guitar,pattern,image_text,comments,get,like,go,make,one,quarantine,time,good,know,day,guy,see,look,new,people,right,old,say,year,still,score,log_score
a6Kr3j2,69,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.88181818181818,3.6859205353737976
a6Kr3NA,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.457142857142857,1.8651869377828723
a6Kr3nm,22,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.10344827586207,2.4934903934793917
a6Kr3o8,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.357142857142858,2.9100187552799612
a6Kr3Pb,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.743589743589743,2.6205725149411556
a6Kr3RA,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9147727272727275,1.5922455118937275
a6Kr3yR,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.772727272727273,2.8776651066270498
a6Kr42e,23,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,2.533696813957432
a6Kr48m,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.846153846153847,3.3266948543642343
a6Kr4A8,92,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.11764705882353,3.873648992546531
a6Kr4e2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.75,1.749199854809259
a6Kr4Pq,33,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.807692307692308,2.5500459519589618
a6Kr4WA,90,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,-0.38095238095238093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4328358208955225,1.2333866895322294
a6Kr5rR,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.969121140142517,2.5625712350565695
a6Kr66L,29,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.272727272727273,2.1129642337184795
a6Kr7eq,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.649350649350648,2.9258113277544857
a6Kr7v9,162,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.785714285714285,4.123672177316621
a6Kr86m,56,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,-0.05874526493524368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.527272727272727,2.2541584990885712
a6Kr8rA,72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.81140350877193,2.9344632555624397
a6Kr8x9,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714285714286,2.659260036932778
a6KrB0L,62,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,-0.1568627450980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.333333333333332,3.3081069585961433
a6KrBEL,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22222222222222,2.902641850487979
a6KrBoR,446,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.262975778546714,3.0087953675287156
a6KrbxA,51,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.63917525773196,3.515691318089938
a6KrdVR,288,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.515592515592516,3.068777905562412
a6Kre58,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.42857142857143,3.6224343547057836
a6KreAR,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.432432432432432,2.2441540095582027
a6Krebm,21,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043478260869565216,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.083333333333334,2.310883895808741
a6Kregm,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.574074074074076,3.5137541641905767
a6KreON,31,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77358490566038,2.8198053219617827
a6KrEvA,148,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.307692307692308,2.4254832293171997
a6KreVm,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.368421052631579,2.1244652230537913
a6KrEyN,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.405405405405405,2.66760351152162
a6KreZL,19,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08695652173913,2.2068400360356613
a6Krg0b,21,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.295454545454545,2.1157077196642304
a6Krg22,32,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.457142857142857,1.8651869377828723
a6Krg5m,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2131147540983607,1.167240795057206
a6KrG8m,420,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.86153846153846,4.3927382902688095
a6KrGb2,185,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.27710843373494,4.347397772456502
a6KrgKb,121,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,-0.05874526493524368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.104166666666666,2.312947880029592
a6KrGoR,35,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,2.8094026953624978
a6KrGwe,77,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.22099447513812,3.1872197973620255
a6KrK7q,172,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.857534246575343,1.767728738002499
a6KrLYe,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65686274509804,2.871124531891685
a6Krn7R,95,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.30882352941177,4.048454600162603
a6KrnD9,98,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15714285714286,3.7414041328935803
a6Kro9b,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,3.4965075614664802
a6KrP32,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5040773967762742
a6KrP4R,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5040773967762742
a6KrP6L,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333333333,1.6739764335716716
a6KrPeR,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,-0.2231435513142097
a6KrPP8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1.0986122886681098
a6KrPpm,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.3364722366212129
a6KrPqA,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.3333333333333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,45.34920634920635,3.8143926758392404
a6KrPQR,6,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,-0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9166666666666665,1.0704414117014134
a6KrPRq,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,2.4849066497880004
a6KrpwL,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1891891891891892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.804347826086957,2.6249836024035966
a6KrPwm,26,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.666666666666664,3.7992275112828016
a6KrPXb,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1.1786549963416462
a6KrR0R,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,-0.18181818181818182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571428571428571,1.717651497074333
a6KrRKR,34,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.60344827586207,2.6812576841056353
a6KrRO2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.666666666666668,2.9789251552376097
a6KrRoN,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,2.4423470353692043
a6KrVDe,73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2857142857142857,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.02788844621514,3.1792151743192028
a6KrVRA,124,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.194174757281555,3.2655370485380657
a6Krw4L,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.953125,3.524980896896758
a6KrwQL,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.07608695652174,3.261018685790654
a6KrX1L,136,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.354978354978353,2.7945323375396613
a6Krx4A,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.272727272727273,2.507379505640059
a6KrxAm,167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.437931034482759,2.0065927234086365
a6Krxbb,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-0.05874526493524368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.363636363636363,2.338303175596125
a6Krxdq,39,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3548387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.098765432098766,1.9599208861249118
a6Krxjq,42,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77027027027027,2.3767895855860455
a6Krxqm,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68421052631579,2.368766999875347
a6KrxR9,20,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.391304347826087,1.221214610760442
a6KrxX2,39,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17647058823529413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.97979797979798,3.525766170958249
a6KrxZN,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.323529411764707,2.6619035984664285
a6KrY1N,12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5833333333333335,0.949080554697146
a6KrY2q,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1.1631508098056809
a6KrY4b,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72972972972973,2.373018368042966
a6KrY6e,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0.28768207245178085
a6KrYg9,13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,-0.0317486983145803
a6KrYLA,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0986122886681098
a6KrYMb,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.0296194171811581
a6KrYnL,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46153846153846156,-0.7731898882334817
a6KrYoe,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.6931471805599453
a6KrYRe,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2727272727272727,0.24116205681688804
a6KrYxA,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,-0.15415067982725836
a6KrYXR,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.727272727272727,1.0033021088637848
a6KrYyA,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.7047480922384253
a6Krz1m,73,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,-0.2127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,1.9712993830601329
a6KrZ8L,258,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.807692307692307,3.3947664913318647
a6Krzpq,7,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.310344827586206,2.851304289705255
a6KrzqN,51,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,1.7578579175523736
a6KrzRe,38,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.941176470588236,2.2966853708668573
a6Krzy8,15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,1.9198594718553708
a6NWvBm,307,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.26923076923077,3.8767943135444023
a7Wv0rA,302,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97991967871486,2.7067106161731536
a7Wv0Xz,684,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.39289055191768,3.3102835108180297
a7Wv0ZA,75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.861111111111114,3.6854011897376115
a7Wv1nr,146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.373913043478261,2.6654149694577742
a7Wv2LA,158,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74705882352941,3.1244358545570354
a7Wv3W2,377,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.239024390243905,3.766743429848657
a7Wv69L,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.458333333333334,2.6712709495989135
a7Wv6Ez,69,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.08064516129032,4.2206929607374075
a7Wv6qr,24,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9375,1.7812881693607596
a7Wv7Bb,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.543010752688172,2.1451134928235147
a7Wv7bx,126,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.75,2.9311937524164198
a7Wv89m,105,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06382978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.080438756855576,2.57111788956857
a7Wv94b,104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.03174603174603,3.7619381231071327
a7Wv9Ke,58,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.193548387096776,3.832840143035445
a7Wv9X2,797,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.74520547945205,3.6308584604621075
a7WvA9q,57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,-0.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.262295081967213,1.9826959058718245
a7WvADm,15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.173913043478262,2.216363917546917
a7WvAEw,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.705882352941178,3.3913450852191436
a7WvAnz,55,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.625,3.3542804618744038
a7WvArm,20,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,259,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.732394366197183,1.7461333084012796
a7WvAz2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.241379310344827,1.9798117007309946
a7WvAZe,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.375,2.339399066116762
a7WvB9x,21,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83673469387755,2.762332222072592
a7WvBjL,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,-0.05874526493524368,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.23076923076923,3.472921562460601
a7WvbKb,157,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05874526493524368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.089965397923876,3.2224679812591606
