a0Nv0Pd,00000000000000000
a0Nv1bq,00000000000000010
a0Nv1jn,00000000000000010
a0Nv3ed,00000000000000000
a0Nv4Yv,00000000001000010
a0Nv7Vn,00000000000000000
a0Nv85Q,00000001000000000
a0Nv9nL,00000000000000000
a0NvB0n,00000000000000000
a0NvB3X,00000000000000000
a0NvB4v,00000000001000001
a0NvB5d,00000000000000100
a0NvB8L,00000000000000001
a0NvBEL,00000000000000000
a0NvBev,00000000000000010
a0NvBjB,00000000000000000
a0NvbKn,00000000000000000
a0NvbMX,00000000000000001
a0NvBoQ,00000000000100001
a0NvBOZ,00000000001000010
a0NvBqd,00000000000000010
a0NvBrz,00000000000000000
a0NvBVn,00000000000000000
a0NvBwZ,00000000000100000
a0NvBxO,00000000000000000
a0NvBXQ,00100000000000000
a0NvD5L,00000000000000000
a0NvdGL,00000000000000001
a0NvDLn,00000000000000010
a0NvDNO,00000000001000010
a0NvDpq,00000000000100001
a0NvDZB,00000000000000000
a0NveAq,00000000000000000
a0NvenO,00000000000000000
a0Nvezz,00000000000000000
a0Nvg8O,00000000001000010
a0NvG9X,00000000000000000
a0NvgDX,00000000000000000
a0NvgEO,00000000000100001
a0NvGjv,00000001000000000
a0NvGqn,00000000000000001
a0NvgVL,00001000000000000
a0Nvgyv,00000000000000000
a0NvGzv,00000000000000000
a0Nvj2z,00000000000000000
a0NvKbB,00000000000001001
a0NvMxB,00000000000000000
a0NvN4q,00000000000000000
a0NvNEB,00000000001000010
a0NvnEn,00000000000000000
a0NvNnO,00000000000000001
a0NvNRQ,00000000000000000
a0NvOLL,00000000001000010
a0NvovL,00000000000000001
a0NvOWZ,00000000001000010
a0NvpZQ,00000000011000000
a0NvQ9Q,00000000000000001
a0NvQGL,00000000000000010
a0NvqKd,00000000000000000
a0NvQmd,00000000000000000
a0NvqNX,00000000000000100
a0NvqpO,00000000000000010
a0NvqwZ,00000000000000000
a0NvQxq,00000000000000100
a0NvqzO,00000000000000010
a0Nvr2n,00000000000000001
a0Nvr6Z,00000000001000001
a0Nvr7n,00000000000000000
a0Nvr8B,00000000000000000
a0NvrBn,00000000001000000
a0NvrDz,00000000000000000
a0Nvrmq,00000000001000010
a0Nvrqv,00000000000000001
a0NvrWX,00000000000000001
a0NvrZn,00000000000000000
a0NvV3L,00000000001000010
a0Nvw3Z,00000000000000010
a0Nvw7O,00000000000000000
a0NvW9O,00000000000000000
a0NvWDX,00000000000000000
a0NvWen,00000000000010001
a0NvWjd,00000000000000000
a0NvWpd,00000000001000010
a0NvwrO,00000000000000001
a0NvWRv,00000000000000001
a0Nvwxn,00000000000100000
a0NvWzd,00000000000000000
a0Nvx2L,00000000000000000
a0Nvx8d,00000000000000000
a0NvxGQ,00000000000000000
a0NvxKn,00000000000000000
a0NvxNq,00000000000000001
a0Nvxvd,00000000000000000
a0NvxVO,00000000000000001
a0NvXwq,00000000000000000
a0NvxXO,00000000000000001
a0Nvy1X,00000000000000000
a0Nvy5n,00000000001000010
a0Nvy6d,00000000000000000
a0Nvy8X,00000000000000100
a0Nvygn,00000000000100001
a0NvYMX,00000000000000000
a0NvyNL,00000000000000000
a0NvyoO,00001000000000000
a0NvyOz,00000000000000001
a0Nvypv,00000000000000000
a0NvyPz,00000000000000000
a0NvyrL,00000000000000000
a0NvyVB,00000000000000000
a0NvYvd,00000000000000000
a0NvyvX,00000000000000000
a0NvyXB,00000000000000000
a0Nvyxv,00000000001000010
a0NvyZZ,00000000000000000
a0NvzbB,00000000010000000
a0NvzjO,00000000100000000
a0Nvznn,00000000000000000
a0NvZOn,00000000000000001
a0NvzQd,00000000000000000
a0NvzwL,00000000000000001
a0NvzXv,00000000000000000
a0RmAKX,00000000000000010
a0RmmjZ,00000000000000001
a1R4z4D,00000000000000001
a1R4zjw,00000000000000001
a1Wp0BG,00000000000100000
a1Wp1Yv,00000000000000000
a1Wp22G,00000000000000000
a1Wp2R2,00000000000000001
a1Wp32w,00000000000000001
a1Wp35P,00000100000000000
a1Wp36v,00000000000000001
a1Wp3b8,00000000000000010
a1Wp3BD,00000000000000000
a1Wp3dD,00000000000000000
a1Wp3DY,00000000000000000
a1Wp3K8,00000000000000010
a1Wp3Lw,00000000000000000
a1Wp3m6,00000000000000000
a1Wp3Mb,00000000000000000
a1Wp3rR,00000000000000001
a1Wp3Rv,00000000000000000
a1Wp3WR,00000000000000000
a1Wp3yR,00000000001000010
a1Wp67w,00000000000001000
a1Wp6DG,00000010000000001
a1Wp6mP,00000000000001000
a1Wp6Nw,00000000000000000
a1Wp6o2,00000000000000001
a1Wp6pb,00000000000010000
a1Wp6PP,00010000000000000
a1Wp71b,00000000000000001
a1Wp7O2,00000000010000000
a1Wp7pR,00000000001000000
a1Wp85G,00000000000000010
a1Wp8bR,00000000000000001
a1Wp908,00000000000000000
a1Wp93w,00000000001000000
a1Wp94b,00000001000000000
a1Wp9AR,00000000000000000
a1Wp9gP,00000000000000000
a1Wp9LR,00000000000000000
a1Wp9M6,00000000000000001
a1Wp9mb,00000000000000000
a1Wp9ND,00000000001000001
a1Wp9rG,00000000000000000
a1Wp9x6,00000000001000001
a1Wp9yG,00000000000000000
a1WpAdP,00000000000000000
a1WpB0D,00000000000000000
a1WpB58,00000000000000010
a1WpB6P,00000000000000001
a1WpB9w,00000000000000000
a1WpBKY,00000000000000010
a1WpBq2,00000000000000001
a1WpBQP,00000000000010000
a1WpBX6,00000000000000000
a1WpDRR,00000000000001000
a1WpE8P,00000000000000001
a1WpeNP,00000000000000000
a1Wper6,00000000000000010
